pop_ani,syn2b_synteny,same_patient,mu_i,mu_j
0.435223,0.951982,False,0.000020,0.000143
0.979182,0.963385,False,0.000020,0.000134
0.496020,0.954954,False,0.000020,0.000191
0.683009,0.974631,False,0.000020,0.000082
0.773552,0.962865,False,0.000020,0.000203
0.968097,0.979051,False,0.000020,0.000137
0.424360,0.883789,False,0.000020,0.000184
0.492821,0.944434,False,0.000020,0.000074
0.509608,0.968738,False,0.000020,0.000169
0.779154,0.974733,False,0.000020,0.000182
0.277419,0.918333,False,0.000020,0.000223
0.311274,0.955614,False,0.000020,0.000203
0.538220,0.955975,False,0.000020,0.000209
0.840337,0.964094,False,0.000020,0.000200
0.401763,0.971028,False,0.000020,0.000241
0.981355,0.964675,True,0.000019,0.000010
0.959229,0.977302,True,0.000019,0.000019
0.999965,1.000000,True,0.000019,0.000016
0.994952,0.983042,False,0.000019,0.000024
0.999944,0.992412,False,0.000019,0.000041
0.991878,0.987628,False,0.000019,0.000032
0.812479,0.996196,False,0.000019,0.000029
0.991532,0.987646,False,0.000019,0.000032
0.973797,0.990354,False,0.000019,0.000014
0.988511,0.981183,False,0.000019,0.000014
0.328652,0.962037,False,0.000019,0.000019
0.999959,1.000000,False,0.000019,0.000034
0.985039,0.992000,False,0.000019,0.000019
0.999962,1.000000,False,0.000019,0.000020
0.984038,0.989950,False,0.000019,0.000022
0.739939,0.978447,False,0.000019,0.000023
0.461667,0.997143,False,0.000019,0.000020
0.979482,0.964628,False,0.000019,0.000016
0.999978,1.000000,False,0.000019,0.000011
0.998978,0.997143,False,0.000019,0.000021
0.999963,1.000000,False,0.000019,0.000021
0.999966,1.000000,False,0.000019,0.000021
0.999968,0.997147,False,0.000019,0.000024
0.999957,0.993360,False,0.000019,0.000024
0.999963,1.000000,False,0.000019,0.000020
0.977742,0.987377,False,0.000019,0.000020
0.723404,0.997147,False,0.000019,0.000010
0.999968,1.000000,False,0.000019,0.000018
0.999962,0.997143,False,0.000019,0.000022
0.479985,0.947014,False,0.000019,0.000095
0.287113,0.967193,False,0.000019,0.000023
0.714342,0.962996,False,0.000019,0.000086
0.919873,0.960638,False,0.000019,0.000073
0.298388,0.975700,False,0.000019,0.000092
0.979229,0.991328,False,0.000019,0.000098
0.999950,1.000000,False,0.000019,0.000037
0.393664,0.993360,False,0.000019,0.000091
0.643307,0.966433,False,0.000019,0.000010
0.647130,0.982051,False,0.000019,0.000119
0.349106,0.969814,False,0.000019,0.000109
0.991953,0.970133,False,0.000019,0.000060
0.279610,0.975733,False,0.000019,0.000117
0.980818,0.977841,False,0.000019,0.000116
0.422823,0.990515,False,0.000019,0.000028
0.280084,0.969241,False,0.000019,0.000182
0.999893,0.988649,False,0.000019,0.000095
0.526898,0.917819,False,0.000019,0.000248
0.340988,0.932359,False,0.000019,0.000140
0.822147,0.943442,False,0.000019,0.000171
0.693520,0.977480,False,0.000019,0.000215
0.441453,0.975701,False,0.000019,0.000169
0.979834,0.984926,False,0.000019,0.000242
0.435227,0.958353,False,0.000019,0.000143
0.979190,0.969844,False,0.000019,0.000134
0.496028,0.961313,False,0.000019,0.000191
0.683014,0.981132,False,0.000019,0.000082
0.773560,0.969241,False,0.000019,0.000203
0.968107,0.985572,False,0.000019,0.000137
0.424365,0.889526,False,0.000019,0.000184
0.492825,0.950734,False,0.000019,0.000074
0.509614,0.975220,False,0.000019,0.000169
0.779159,0.979357,False,0.000019,0.000182
0.277418,0.924324,False,0.000019,0.000223
0.311272,0.961936,False,0.000019,0.000203
0.538222,0.962346,False,0.000019,0.000209
0.840343,0.970473,False,0.000019,0.000200
0.401762,0.977480,False,0.000019,0.000241
0.940615,0.942639,True,0.000010,0.000019
0.981352,0.964675,True,0.000010,0.000016
0.976338,0.948556,False,0.000010,0.000024
0.981329,0.957464,False,0.000010,0.000041
0.973264,0.952626,False,0.000010,0.000032
0.812550,0.961060,False,0.000010,0.000029
0.977201,0.958309,False,0.000010,0.000032
0.968234,0.959844,False,0.000010,0.000014
0.969897,0.946789,False,0.000010,0.000014
0.328640,0.928645,False,0.000010,0.000019
0.981346,0.964675,False,0.000010,0.000034
0.966425,0.957031,False,0.000010,0.000019
0.981347,0.964675,False,0.000010,0.000020
0.965425,0.954876,False,0.000010,0.000022
0.739748,0.944256,False,0.000010,0.000023
0.461506,0.961936,False,0.000010,0.000020
0.960867,0.930999,False,0.000010,0.000016
0.981364,0.964675,False,0.000010,0.000011
0.980317,0.961936,False,0.000010,0.000021
0.981349,0.964675,False,0.000010,0.000021
0.981352,0.964675,False,0.000010,0.000021
0.981353,0.961987,False,0.000010,0.000024
0.981343,0.958388,False,0.000010,0.000024
0.981350,0.964675,False,0.000010,0.000020
0.959127,0.952509,False,0.000010,0.000020
0.723489,0.961987,False,0.000010,0.000010
0.981356,0.964675,False,0.000010,0.000018
0.981347,0.961936,False,0.000010,0.000022
0.480023,0.913976,False,0.000010,0.000095
0.287194,0.933413,False,0.000010,0.000023
0.714428,0.929393,False,0.000010,0.000086
0.901258,0.927237,False,0.000010,0.000073
0.298395,0.941283,False,0.000010,0.000092
0.960618,0.956324,False,0.000010,0.000098
0.981337,0.964675,False,0.000010,0.000037
0.393831,0.958388,False,0.000010,0.000091
0.643401,0.936584,False,0.000010,0.000010
0.647008,0.954630,False,0.000010,0.000119
0.348918,0.935874,False,0.000010,0.000109
0.973339,0.936281,False,0.000010,0.000060
0.279660,0.945241,False,0.000010,0.000117
0.962204,0.942788,False,0.000010,0.000116
0.422790,0.955614,False,0.000010,0.000028
0.279915,0.935455,False,0.000010,0.000182
0.981279,0.953887,False,0.000010,0.000095
0.526696,0.886618,False,0.000010,0.000248
0.341033,0.900174,False,0.000010,0.000140
0.818950,0.910629,False,0.000010,0.000171
0.693428,0.943268,False,0.000010,0.000215
0.441506,0.941667,False,0.000010,0.000169
0.961222,0.950394,False,0.000010,0.000242
0.435268,0.927486,False,0.000010,0.000143
0.960578,0.935497,False,0.000010,0.000134
0.495922,0.929182,False,0.000010,0.000191
0.682968,0.946649,False,0.000010,0.000082
0.773607,0.935455,False,0.000010,0.000203
0.949493,0.950958,False,0.000010,0.000137
0.424360,0.859403,False,0.000010,0.000184
0.493056,0.917257,False,0.000010,0.000074
0.509575,0.940778,False,0.000010,0.000169
0.779027,0.945098,False,0.000010,0.000182
0.277303,0.892714,False,0.000010,0.000223
0.311332,0.971028,False,0.000010,0.000203
0.538263,0.928823,False,0.000010,0.000209
0.838419,0.940703,False,0.000010,0.000200
0.401553,0.943268,False,0.000010,0.000241
0.959225,0.977302,True,0.000019,0.000016
0.954211,0.960595,False,0.000019,0.000024
0.959203,0.969744,False,0.000019,0.000041
0.951142,0.965030,False,0.000019,0.000032
0.791961,0.973513,False,0.000019,0.000029
0.950790,0.965080,False,0.000019,0.000032
0.933055,0.967753,False,0.000019,0.000014
0.947769,0.958828,False,0.000019,0.000014
0.328440,0.939266,False,0.000019,0.000019
0.959218,0.977302,False,0.000019,0.000034
0.944298,0.969404,False,0.000019,0.000019
0.959220,0.977302,False,0.000019,0.000020
0.943297,0.967347,False,0.000019,0.000022
0.719586,0.956137,False,0.000019,0.000023
0.461769,0.974441,False,0.000019,0.000020
0.938742,0.941802,False,0.000019,0.000016
0.959237,0.977302,False,0.000019,0.000011
0.958138,0.974441,False,0.000019,0.000021
0.959223,0.977302,False,0.000019,0.000021
0.959225,0.977302,False,0.000019,0.000021
0.959226,0.974494,False,0.000019,0.000024
0.959219,0.970722,False,0.000019,0.000024
0.959222,0.977302,False,0.000019,0.000020
0.937002,0.965189,False,0.000019,0.000020
0.703110,0.974494,False,0.000019,0.000010
0.959226,0.977302,False,0.000019,0.000018
0.959221,0.974441,False,0.000019,0.000022
0.480046,0.926640,False,0.000019,0.000095
0.287054,0.944981,False,0.000019,0.000023
0.693846,0.940533,False,0.000019,0.000086
0.879135,0.940954,False,0.000019,0.000073
0.298558,0.953394,False,0.000019,0.000092
0.938493,0.968729,False,0.000019,0.000098
0.959210,0.977302,False,0.000019,0.000037
0.393639,0.970722,False,0.000019,0.000091
0.635232,0.944090,False,0.000019,0.000010
0.626694,0.959586,False,0.000019,0.000119
0.348830,0.947370,False,0.000019,0.000109
0.951212,0.947911,False,0.000019,0.000060
0.279411,0.953635,False,0.000019,0.000117
0.940080,0.955611,False,0.000019,0.000116
0.422677,0.967869,False,0.000019,0.000028
0.279918,0.947380,False,0.000019,0.000182
0.959156,0.968230,False,0.000019,0.000095
0.526683,0.897449,False,0.000019,0.000248
0.341016,0.910484,False,0.000019,0.000140
0.801713,0.921485,False,0.000019,0.000171
0.673059,0.955087,False,0.000019,0.000215
0.441210,0.953891,False,0.000019,0.000169
0.939108,0.962417,False,0.000019,0.000242
0.435230,0.936611,False,0.000019,0.000143
0.938454,0.947422,False,0.000019,0.000134
0.496254,0.939145,False,0.000019,0.000191
0.662650,0.959019,False,0.000019,0.000082
0.753059,0.946844,False,0.000019,0.000203
0.927378,0.963034,False,0.000019,0.000137
0.424398,0.867571,False,0.000019,0.000184
0.492642,0.933994,False,0.000019,0.000074
0.509486,0.952790,False,0.000019,0.000169
0.758845,0.957141,False,0.000019,0.000182
0.277559,0.901619,False,0.000019,0.000223
0.311169,0.939716,False,0.000019,0.000203
0.538308,0.941268,False,0.000019,0.000209
0.819847,0.951203,False,0.000019,0.000200
0.401868,0.954958,False,0.000019,0.000241
0.994947,0.983042,False,0.000016,0.000024
0.999939,0.992412,False,0.000016,0.000041
0.991873,0.987628,False,0.000016,0.000032
0.812478,0.996196,False,0.000016,0.000029
0.991527,0.987646,False,0.000016,0.000032
0.973792,0.990354,False,0.000016,0.000014
0.988506,0.981183,False,0.000016,0.000014
0.328653,0.962037,False,0.000016,0.000019
0.999954,1.000000,False,0.000016,0.000034
0.985034,0.992000,False,0.000016,0.000019
0.999957,1.000000,False,0.000016,0.000020
0.984034,0.989950,False,0.000016,0.000022
0.739935,0.978447,False,0.000016,0.000023
0.461661,0.997143,False,0.000016,0.000020
0.979479,0.964628,False,0.000016,0.000016
0.999973,1.000000,False,0.000016,0.000011
0.998973,0.997143,False,0.000016,0.000021
0.999958,1.000000,False,0.000016,0.000021
0.999962,1.000000,False,0.000016,0.000021
0.999963,0.997147,False,0.000016,0.000024
0.999953,0.993360,False,0.000016,0.000024
0.999959,1.000000,False,0.000016,0.000020
0.977737,0.987377,False,0.000016,0.000020
0.723405,0.997147,False,0.000016,0.000010
0.999963,1.000000,False,0.000016,0.000018
0.999957,0.997143,False,0.000016,0.000022
0.479980,0.947014,False,0.000016,0.000095
0.287109,0.967193,False,0.000016,0.000023
0.714341,0.962996,False,0.000016,0.000086
0.919868,0.960638,False,0.000016,0.000073
0.298385,0.975700,False,0.000016,0.000092
0.979223,0.991328,False,0.000016,0.000098
0.999945,1.000000,False,0.000016,0.000037
0.393663,0.993360,False,0.000016,0.000091
0.643306,0.966433,False,0.000016,0.000010
0.647128,0.982051,False,0.000016,0.000119
0.349114,0.969814,False,0.000016,0.000109
0.991948,0.970133,False,0.000016,0.000060
0.279610,0.975733,False,0.000016,0.000117
0.980812,0.977841,False,0.000016,0.000116
0.422824,0.990515,False,0.000016,0.000028
0.280080,0.969241,False,0.000016,0.000182
0.999888,0.988649,False,0.000016,0.000095
0.526897,0.917819,False,0.000016,0.000248
0.340994,0.932359,False,0.000016,0.000140
0.822147,0.943442,False,0.000016,0.000171
0.693515,0.977480,False,0.000016,0.000215
0.441450,0.975701,False,0.000016,0.000169
0.979829,0.984926,False,0.000016,0.000242
0.435227,0.958353,False,0.000016,0.000143
0.979185,0.969844,False,0.000016,0.000134
0.496022,0.961313,False,0.000016,0.000191
0.683012,0.981132,False,0.000016,0.000082
0.773556,0.969241,False,0.000016,0.000203
0.968102,0.985572,False,0.000016,0.000137
0.424367,0.889526,False,0.000016,0.000184
0.492820,0.950734,False,0.000016,0.000074
0.509617,0.975220,False,0.000016,0.000169
0.779158,0.979357,False,0.000016,0.000182
0.277416,0.924324,False,0.000016,0.000223
0.311277,0.961936,False,0.000016,0.000203
0.538216,0.962346,False,0.000016,0.000209
0.840342,0.970473,False,0.000016,0.000200
0.401763,0.977480,False,0.000016,0.000241
0.994927,0.975636,True,0.000024,0.000041
0.986860,0.970821,True,0.000024,0.000032
0.807453,0.979329,True,0.000024,0.000029
0.986515,0.970970,True,0.000024,0.000032
0.968779,0.973539,True,0.000024,0.000014
0.983493,0.964675,True,0.000024,0.000014
0.328523,0.946013,True,0.000024,0.000019
0.994941,0.983042,True,0.000024,0.000034
0.980021,0.975216,True,0.000024,0.000019
0.994944,0.983042,True,0.000024,0.000020
0.979021,0.973145,True,0.000024,0.000022
0.734926,0.962037,True,0.000024,0.000023
0.461635,0.980242,False,0.000024,0.000020
0.974466,0.948489,False,0.000024,0.000016
0.994960,0.983042,False,0.000024,0.000011
0.993949,0.980242,False,0.000024,0.000021
0.994945,0.983042,False,0.000024,0.000021
0.994949,0.983042,False,0.000024,0.000021
0.994950,0.980268,False,0.000024,0.000024
0.994940,0.976573,False,0.000024,0.000024
0.994946,0.983042,False,0.000024,0.000020
0.972724,0.970613,False,0.000024,0.000020
0.718394,0.980268,False,0.000024,0.000010
0.994950,0.983042,False,0.000024,0.000018
0.994944,0.980242,False,0.000024,0.000022
0.479973,0.945212,False,0.000024,0.000095
0.287038,0.950988,False,0.000024,0.000023
0.709322,0.946874,False,0.000024,0.000086
0.914858,0.944364,False,0.000024,0.000073
0.298328,0.959325,False,0.000024,0.000092
0.974211,0.974531,False,0.000024,0.000098
0.994932,0.983042,False,0.000024,0.000037
0.393655,0.978418,False,0.000024,0.000091
0.638291,0.949903,False,0.000024,0.000010
0.647085,0.965467,False,0.000024,0.000119
0.349066,0.958912,False,0.000024,0.000109
0.986935,0.953887,False,0.000024,0.000060
0.279516,0.959420,False,0.000024,0.000117
0.975800,0.961192,False,0.000024,0.000116
0.422758,0.973762,False,0.000024,0.000028
0.280033,0.953026,False,0.000024,0.000182
0.994875,0.971963,False,0.000024,0.000095
0.526854,0.902726,False,0.000024,0.000248
0.340958,0.917087,False,0.000024,0.000140
0.817130,0.927710,False,0.000024,0.000171
0.688496,0.961060,False,0.000024,0.000215
0.441338,0.959367,False,0.000024,0.000169
0.974821,0.968351,False,0.000024,0.000242
0.435199,0.942034,False,0.000024,0.000143
0.974174,0.953410,False,0.000024,0.000134
0.495938,0.945161,False,0.000024,0.000191
0.677989,0.964581,False,0.000024,0.000082
0.768542,0.953026,False,0.000024,0.000203
0.963089,0.968959,False,0.000024,0.000137
0.424365,0.875066,False,0.000024,0.000184
0.492837,0.934969,False,0.000024,0.000074
0.509523,0.958705,False,0.000024,0.000169
0.774151,0.962914,False,0.000024,0.000182
0.277365,0.909160,False,0.000024,0.000223
0.311313,0.945872,False,0.000024,0.000203
0.538190,0.946015,False,0.000024,0.000209
0.835329,0.954244,False,0.000024,0.000200
0.401719,0.961060,False,0.000024,0.000241
0.991853,0.980096,True,0.000041,0.000032
0.812464,0.988649,True,0.000041,0.000029
0.991506,0.980185,True,0.000041,0.000032
0.973771,0.982837,True,0.000041,0.000014
0.988487,0.973797,True,0.000041,0.000014
0.328658,0.954868,True,0.000041,0.000019
0.999933,0.992412,True,0.000041,0.000034
0.985013,0.984492,True,0.000041,0.000019
0.999936,0.992412,True,0.000041,0.000020
0.984012,0.982430,True,0.000041,0.000022
0.739921,0.971105,True,0.000041,0.000023
0.461664,0.989581,False,0.000041,0.000020
0.979458,0.957407,False,0.000041,0.000016
0.999952,0.992412,False,0.000041,0.000011
0.998952,0.989581,False,0.000041,0.000021
0.999937,0.992412,False,0.000041,0.000021
0.999941,0.992412,False,0.000041,0.000021
0.999942,0.989595,False,0.000041,0.000024
0.999932,0.985849,False,0.000041,0.000024
0.999938,0.992412,False,0.000041,0.000020
0.977718,0.979843,False,0.000041,0.000020
0.723391,0.989595,False,0.000041,0.000010
0.999942,0.992412,False,0.000041,0.000018
0.999936,0.989581,False,0.000041,0.000022
0.479982,0.939877,False,0.000041,0.000095
0.287106,0.959947,False,0.000041,0.000023
0.714326,0.957580,False,0.000041,0.000086
0.919849,0.953376,False,0.000041,0.000073
0.298389,0.968324,False,0.000041,0.000092
0.979203,0.983815,False,0.000041,0.000098
0.999924,0.992412,False,0.000041,0.000037
0.393661,0.985849,False,0.000041,0.000091
0.643293,0.959056,False,0.000041,0.000010
0.647118,0.974631,False,0.000041,0.000119
0.349111,0.962534,False,0.000041,0.000109
0.991927,0.962865,False,0.000041,0.000060
0.279603,0.968435,False,0.000041,0.000117
0.980791,0.970376,False,0.000041,0.000116
0.422824,0.983019,False,0.000041,0.000028
0.280075,0.961987,False,0.000041,0.000182
0.999867,0.981183,False,0.000041,0.000095
0.526891,0.911073,False,0.000041,0.000248
0.340991,0.927182,False,0.000041,0.000140
0.822129,0.936389,False,0.000041,0.000171
0.693496,0.970133,False,0.000041,0.000215
0.441446,0.968393,False,0.000041,0.000169
0.979810,0.977510,False,0.000041,0.000242
0.435226,0.951079,False,0.000041,0.000143
0.979166,0.962521,False,0.000041,0.000134
0.496017,0.954081,False,0.000041,0.000191
0.682994,0.973727,False,0.000041,0.000082
0.773541,0.961987,False,0.000041,0.000203
0.968083,0.978140,False,0.000041,0.000137
0.424361,0.883042,False,0.000041,0.000184
0.492812,0.943580,False,0.000041,0.000074
0.509610,0.967841,False,0.000041,0.000169
0.779141,0.972000,False,0.000041,0.000182
0.277422,0.917542,False,0.000041,0.000223
0.311275,0.954749,False,0.000041,0.000203
0.538213,0.955055,False,0.000041,0.000209
0.840330,0.963214,False,0.000041,0.000200
0.401760,0.970133,False,0.000041,0.000241
0.808441,0.983862,True,0.000032,0.000029
0.983441,0.975395,True,0.000032,0.000032
0.965708,0.978065,True,0.000032,0.000014
0.980419,0.968986,True,0.000032,0.000014
0.328669,0.949870,True,0.000032,0.000019
0.991867,0.987628,True,0.000032,0.000034
0.976948,0.979711,True,0.000032,0.000019
0.991870,0.987628,True,0.000032,0.000020
0.975947,0.977802,True,0.000032,0.000022
0.735914,0.966298,True,0.000032,0.000023
0.457688,0.984794,False,0.000032,0.000020
0.971390,0.952573,False,0.000032,0.000016
0.991886,0.987628,False,0.000032,0.000011
0.990866,0.984784,False,0.000032,0.000021
0.991872,0.987628,False,0.000032,0.000021
0.991875,0.987628,False,0.000032,0.000021
0.991876,0.984811,False,0.000032,0.000024
0.991866,0.981063,False,0.000032,0.000024
0.991872,0.987628,False,0.000032,0.000020
0.973679,0.975728,False,0.000032,0.000020
0.719392,0.984811,False,0.000032,0.000010
0.991876,0.987628,False,0.000032,0.000018
0.991870,0.989096,False,0.000032,0.000022
0.475985,0.935124,False,0.000032,0.000095
0.287094,0.955129,False,0.000032,0.000023
0.710279,0.950852,False,0.000032,0.000086
0.914657,0.950689,False,0.000032,0.000073
0.298404,0.963539,False,0.000032,0.000092
0.971137,0.979038,False,0.000032,0.000098
0.991858,0.987628,False,0.000032,0.000037
0.393731,0.981063,False,0.000032,0.000091
0.639251,0.954529,False,0.000032,0.000010
0.643046,0.969816,False,0.000032,0.000119
0.349174,0.959512,False,0.000032,0.000109
0.983862,0.958035,False,0.000032,0.000060
0.279636,0.963629,False,0.000032,0.000117
0.972726,0.965744,False,0.000032,0.000116
0.422854,0.978206,False,0.000032,0.000028
0.280174,0.957164,False,0.000032,0.000182
0.991802,0.976380,False,0.000032,0.000095
0.522857,0.906201,False,0.000032,0.000248
0.341132,0.920446,False,0.000032,0.000140
0.818188,0.931545,False,0.000032,0.000171
0.689517,0.965325,False,0.000032,0.000215
0.437392,0.963574,False,0.000032,0.000169
0.971745,0.974557,False,0.000032,0.000242
0.431185,0.946325,False,0.000032,0.000143
0.971102,0.957974,False,0.000032,0.000134
0.491956,0.949302,False,0.000032,0.000191
0.678915,0.968922,False,0.000032,0.000082
0.769543,0.957162,False,0.000032,0.000203
0.960016,0.973345,False,0.000032,0.000137
0.420313,0.877968,False,0.000032,0.000184
0.488821,0.938777,False,0.000032,0.000074
0.505578,0.963063,False,0.000032,0.000169
0.775136,0.967184,False,0.000032,0.000182
0.277437,0.912411,False,0.000032,0.000223
0.311307,0.949897,False,0.000032,0.000203
0.534058,0.952056,False,0.000032,0.000209
0.836368,0.958420,False,0.000032,0.000200
0.401803,0.967131,False,0.000032,0.000241
0.812419,0.983905,True,0.000029,0.000032
0.799381,0.986586,True,0.000029,0.000014
0.800998,0.977480,True,0.000029,0.000014
0.328019,0.958443,True,0.000029,0.000019
0.812476,0.996196,True,0.000029,0.000034
0.812583,0.988236,True,0.000029,0.000019
0.812471,0.996196,True,0.000029,0.000020
0.796520,0.986180,True,0.000029,0.000022
0.740875,0.974766,True,0.000029,0.000023
0.462880,0.993351,False,0.000029,0.000020
0.791951,0.961008,False,0.000029,0.000016
0.812487,0.996196,False,0.000029,0.000011
0.812678,0.993351,False,0.000029,0.000021
0.812478,0.996196,False,0.000029,0.000021
0.812482,0.996196,False,0.000029,0.000021
0.812478,0.993360,False,0.000029,0.000024
0.812473,0.989595,False,0.000029,0.000024
0.812480,0.996196,False,0.000029,0.000020
0.801371,0.983600,False,0.000029,0.000020
0.724339,0.993360,False,0.000029,0.000010
0.812480,0.996196,False,0.000029,0.000018
0.812475,0.993351,False,0.000029,0.000022
0.480564,0.943437,False,0.000029,0.000095
0.286787,0.963560,False,0.000029,0.000023
0.716290,0.959381,False,0.000029,0.000086
0.771266,0.956998,False,0.000029,0.000073
0.298614,0.972002,False,0.000029,0.000092
0.791723,0.987561,False,0.000029,0.000098
0.812465,0.996196,False,0.000029,0.000037
0.394137,0.989595,False,0.000029,0.000091
0.643031,0.962759,False,0.000029,0.000010
0.647315,0.978331,False,0.000029,0.000119
0.348977,0.966164,False,0.000029,0.000109
0.812418,0.966489,False,0.000029,0.000060
0.279215,0.972074,False,0.000029,0.000117
0.793313,0.974108,False,0.000029,0.000116
0.422646,0.986757,False,0.000029,0.000028
0.279419,0.965604,False,0.000029,0.000182
0.812420,0.984906,False,0.000029,0.000095
0.526909,0.914437,False,0.000029,0.000248
0.341033,0.929079,False,0.000029,0.000140
0.789473,0.939917,False,0.000029,0.000171
0.693801,0.973797,False,0.000029,0.000215
0.441956,0.972037,False,0.000029,0.000169
0.812273,0.981208,False,0.000029,0.000242
0.435438,0.954737,False,0.000029,0.000143
0.791687,0.966160,False,0.000029,0.000134
0.496388,0.957719,False,0.000029,0.000191
0.686776,0.977419,False,0.000029,0.000082
0.775355,0.965604,False,0.000029,0.000203
0.812186,0.981846,False,0.000029,0.000137
0.425053,0.886289,False,0.000029,0.000184
0.493044,0.947148,False,0.000029,0.000074
0.511806,0.971560,False,0.000029,0.000169
0.780267,0.975668,False,0.000029,0.000182
0.277643,0.920924,False,0.000029,0.000223
0.310996,0.960132,False,0.000029,0.000203
0.538281,0.958691,False,0.000029,0.000209
0.812034,0.966834,False,0.000029,0.000200
0.401907,0.973797,False,0.000029,0.000241
0.966699,0.978172,True,0.000032,0.000014
0.980073,0.969142,True,0.000032,0.000014
0.328580,0.950334,True,0.000032,0.000019
0.991522,0.987646,True,0.000032,0.000034
0.976602,0.979771,True,0.000032,0.000019
0.991523,0.987646,True,0.000032,0.000020
0.975600,0.979586,True,0.000032,0.000022
0.739892,0.966476,True,0.000032,0.000023
0.461576,0.984828,False,0.000032,0.000020
0.971044,0.952843,False,0.000032,0.000016
0.991539,0.987646,False,0.000032,0.000011
0.990519,0.984828,False,0.000032,0.000021
0.991525,0.987646,False,0.000032,0.000021
0.991529,0.987646,False,0.000032,0.000021
0.991529,0.984849,False,0.000032,0.000024
0.991520,0.981126,False,0.000032,0.000024
0.991525,0.987646,False,0.000032,0.000020
0.969303,0.975140,False,0.000032,0.000020
0.723378,0.984849,False,0.000032,0.000010
0.991530,0.987646,False,0.000032,0.000018
0.991523,0.984828,False,0.000032,0.000022
0.479994,0.935407,False,0.000032,0.000095
0.287104,0.955373,False,0.000032,0.000023
0.714271,0.951230,False,0.000032,0.000086
0.911435,0.948839,False,0.000032,0.000073
0.298379,0.963683,False,0.000032,0.000092
0.970791,0.979095,False,0.000032,0.000098
0.991512,0.987646,False,0.000032,0.000037
0.393763,0.981126,False,0.000032,0.000091
0.643362,0.956536,False,0.000032,0.000010
0.647032,0.971799,False,0.000032,0.000119
0.349114,0.957942,False,0.000032,0.000109
0.983515,0.958274,False,0.000032,0.000060
0.279640,0.963831,False,0.000032,0.000117
0.972379,0.965691,False,0.000032,0.000116
0.422830,0.980165,False,0.000032,0.000028
0.280154,0.957405,False,0.000032,0.000182
0.991454,0.976484,False,0.000032,0.000095
0.526843,0.906789,False,0.000032,0.000248
0.341058,0.921106,False,0.000032,0.000140
0.814874,0.931951,False,0.000032,0.000171
0.693486,0.965501,False,0.000032,0.000215
0.441567,0.963783,False,0.000032,0.000169
0.971399,0.972840,False,0.000032,0.000242
0.435257,0.946639,False,0.000032,0.000143
0.970755,0.959714,False,0.000032,0.000134
0.495989,0.949552,False,0.000032,0.000191
0.683035,0.969060,False,0.000032,0.000082
0.773476,0.957406,False,0.000032,0.000203
0.959672,0.973462,False,0.000032,0.000137
0.424303,0.880548,False,0.000032,0.000184
0.492850,0.942637,False,0.000032,0.000074
0.509592,0.963240,False,0.000032,0.000169
0.779166,0.967363,False,0.000032,0.000182
0.277453,0.913220,False,0.000032,0.000223
0.311308,0.951983,False,0.000032,0.000203
0.538216,0.950497,False,0.000032,0.000209
0.836203,0.958666,False,0.000032,0.000200
0.401654,0.965501,False,0.000032,0.000241
0.962339,0.971688,True,0.000014,0.000014
0.328896,0.952718,True,0.000014,0.000019
0.973786,0.990354,True,0.000014,0.000034
0.958865,0.982437,True,0.000014,0.000019
0.973788,0.990354,True,0.000014,0.000020
0.957864,0.980386,True,0.000014,0.000022
0.740141,0.969002,True,0.000014,0.000023
0.461505,0.987517,False,0.000014,0.000020
0.953310,0.955251,False,0.000014,0.000016
0.973805,0.990354,False,0.000014,0.000011
0.972740,0.987517,False,0.000014,0.000021
0.973792,0.990354,False,0.000014,0.000021
0.973793,0.990354,False,0.000014,0.000021
0.973795,0.987537,False,0.000014,0.000024
0.973784,0.983786,False,0.000014,0.000024
0.973790,0.990354,False,0.000014,0.000020
0.951568,0.977813,False,0.000014,0.000020
0.723338,0.987537,False,0.000014,0.000010
0.973796,0.990354,False,0.000014,0.000018
0.973791,0.987517,False,0.000014,0.000022
0.479900,0.937789,False,0.000014,0.000095
0.287027,0.957838,False,0.000014,0.000023
0.714144,0.953657,False,0.000014,0.000086
0.903822,0.953924,False,0.000014,0.000073
0.298424,0.966270,False,0.000014,0.000092
0.953057,0.981764,False,0.000014,0.000098
0.973777,0.990354,False,0.000014,0.000037
0.393750,0.983786,False,0.000014,0.000091
0.643204,0.957651,False,0.000014,0.000010
0.647138,0.974415,False,0.000014,0.000119
0.349042,0.960455,False,0.000014,0.000109
0.965784,0.960738,False,0.000014,0.000060
0.279534,0.966355,False,0.000014,0.000117
0.954647,0.968332,False,0.000014,0.000116
0.422813,0.980978,False,0.000014,0.000028
0.279928,0.959854,False,0.000014,0.000182
0.973723,0.979142,False,0.000014,0.000095
0.526720,0.911257,False,0.000014,0.000248
0.341034,0.923352,False,0.000014,0.000140
0.808903,0.934251,False,0.000014,0.000171
0.693385,0.968048,False,0.000014,0.000215
0.441570,0.966341,False,0.000014,0.000169
0.953667,0.975441,False,0.000014,0.000242
0.435120,0.952995,False,0.000014,0.000143
0.953019,0.960542,False,0.000014,0.000134
0.496007,0.952033,False,0.000014,0.000191
0.682738,0.971663,False,0.000014,0.000082
0.773478,0.959889,False,0.000014,0.000203
0.941939,0.976079,False,0.000014,0.000137
0.424349,0.880907,False,0.000014,0.000184
0.492985,0.941856,False,0.000014,0.000074
0.509475,0.965846,False,0.000014,0.000169
0.775262,0.969920,False,0.000014,0.000182
