genome_i,genome_j,phylogroup_i,phylogroup_j,distance
B1_8,F2_6,B1,F2,0.268525
B1_8,F2_7,B1,F2,0.329789
B1_8,F2_8,B1,F2,0.287554
B1_8,F2_9,B1,F2,0.320577
B1_8,F2_10,B1,F2,0.252699
B1_8,G_1,B1,G,0.197947
B1_8,G_2,B1,G,0.196000
B1_8,G_3,B1,G,0.196556
B1_8,G_4,B1,G,0.195406
B1_8,G_5,B1,G,0.194009
B1_8,G_6,B1,G,0.194188
B1_8,G_7,B1,G,0.199479
B1_8,G_8,B1,G,0.194846
B1_8,G_9,B1,G,0.196416
B1_8,G_10,B1,G,0.197323
B1_9,B1_10,B1,B1,0.249537
B1_9,B2-1_1,B1,B2-1,0.257594
B1_9,B2-1_2,B1,B2-1,0.172650
B1_9,B2-1_3,B1,B2-1,0.261154
B1_9,B2-1_4,B1,B2-1,0.218144
B1_9,B2-1_5,B1,B2-1,0.245264
B1_9,B2-1_6,B1,B2-1,0.278699
B1_9,B2-1_7,B1,B2-1,0.306226
B1_9,B2-1_8,B1,B2-1,0.401172
B1_9,B2-1_9,B1,B2-1,0.262762
B1_9,B2-1_10,B1,B2-1,0.127122
B1_9,B2-2_1,B1,B2-2,0.227917
B1_9,B2-2_2,B1,B2-2,0.374433
B1_9,B2-2_3,B1,B2-2,0.222773
B1_9,B2-2_4,B1,B2-2,0.264962
B1_9,B2-2_5,B1,B2-2,0.273740
B1_9,B2-2_6,B1,B2-2,0.232289
B1_9,B2-2_7,B1,B2-2,0.227746
B1_9,B2-2_8,B1,B2-2,0.311819
B1_9,B2-2_9,B1,B2-2,0.238411
B1_9,B2-2_10,B1,B2-2,0.219705
B1_9,C_1,B1,C,0.260659
B1_9,C_2,B1,C,0.159297
B1_9,C_3,B1,C,0.233651
B1_9,C_4,B1,C,0.257517
B1_9,C_5,B1,C,0.250884
B1_9,C_6,B1,C,0.207397
B1_9,C_7,B1,C,0.249578
B1_9,C_8,B1,C,0.173737
B1_9,C_9,B1,C,0.131929
B1_9,C_10,B1,C,0.192622
B1_9,D1_1,B1,D1,0.220069
B1_9,D1_2,B1,D1,0.280649
B1_9,D1_3,B1,D1,0.258525
B1_9,D1_4,B1,D1,0.355140
B1_9,D1_5,B1,D1,0.278977
B1_9,D1_6,B1,D1,0.156383
B1_9,D1_7,B1,D1,0.200277
B1_9,D1_8,B1,D1,0.283942
B1_9,D1_9,B1,D1,0.290657
B1_9,D1_10,B1,D1,0.161530
B1_9,D2_1,B1,D2,0.361729
B1_9,D2_2,B1,D2,0.350604
B1_9,D2_3,B1,D2,0.345829
B1_9,D2_4,B1,D2,0.417086
B1_9,D2_5,B1,D2,0.392454
B1_9,D2_6,B1,D2,0.265821
B1_9,D2_7,B1,D2,0.289131
B1_9,D2_8,B1,D2,0.405410
B1_9,D2_9,B1,D2,0.334777
B1_9,D2_10,B1,D2,0.341701
B1_9,D3_1,B1,D3,0.383884
B1_9,D3_2,B1,D3,0.341167
B1_9,D3_3,B1,D3,0.318521
B1_9,D3_4,B1,D3,0.297670
B1_9,D3_5,B1,D3,0.279275
B1_9,D3_6,B1,D3,0.286022
B1_9,D3_7,B1,D3,0.344855
B1_9,D3_8,B1,D3,0.298802
B1_9,D3_9,B1,D3,0.337658
B1_9,D3_10,B1,D3,0.377172
B1_9,D4_1,B1,D4,0.352689
B1_9,D4_2,B1,D4,0.387825
B1_9,D4_3,B1,D4,0.289274
B1_9,D4_4,B1,D4,0.413445
B1_9,D4_5,B1,D4,0.374648
B1_9,D4_6,B1,D4,0.327956
B1_9,D4_7,B1,D4,0.338730
B1_9,D4_8,B1,D4,0.516027
B1_9,D4_9,B1,D4,0.405219
B1_9,D4_10,B1,D4,0.258151
B1_9,E1_1,B1,E1,0.264996
B1_9,E1_2,B1,E1,0.146381
B1_9,E1_3,B1,E1,0.129556
B1_9,E1_4,B1,E1,0.266656
B1_9,E1_5,B1,E1,0.178027
B1_9,E1_6,B1,E1,0.180400
B1_9,E1_7,B1,E1,0.160277
B1_9,E1_8,B1,E1,0.184220
B1_9,E1_9,B1,E1,0.247843
B1_9,E1_10,B1,E1,0.266187
B1_9,E2_1,B1,E2,0.205314
B1_9,E2_2,B1,E2,0.187773
B1_9,E2_3,B1,E2,0.303893
B1_9,E2_4,B1,E2,0.291653
B1_9,E2_5,B1,E2,0.244629
B1_9,E2_6,B1,E2,0.330592
B1_9,E2_7,B1,E2,0.248231
B1_9,E2_8,B1,E2,0.158035
B1_9,E2_9,B1,E2,0.281958
B1_9,E2_10,B1,E2,0.380447
B1_9,F1_1,B1,F1,0.204357
B1_9,F1_2,B1,F1,0.200520
B1_9,F1_3,B1,F1,0.219056
B1_9,F1_4,B1,F1,0.226567
B1_9,F1_5,B1,F1,0.256346
B1_9,F1_6,B1,F1,0.212575
B1_9,F1_7,B1,F1,0.178020
B1_9,F1_8,B1,F1,0.222584
B1_9,F1_9,B1,F1,0.125452
B1_9,F1_10,B1,F1,0.248607
B1_9,F2_1,B1,F2,0.154694
B1_9,F2_2,B1,F2,0.142755
B1_9,F2_3,B1,F2,0.245688
B1_9,F2_4,B1,F2,0.207117
B1_9,F2_5,B1,F2,0.238725
B1_9,F2_6,B1,F2,0.160524
B1_9,F2_7,B1,F2,0.227576
B1_9,F2_8,B1,F2,0.182280
B1_9,F2_9,B1,F2,0.215257
B1_9,F2_10,B1,F2,0.142140
B1_9,G_1,B1,G,0.079118
B1_9,G_2,B1,G,0.077422
B1_9,G_3,B1,G,0.078348
B1_9,G_4,B1,G,0.076010
B1_9,G_5,B1,G,0.074053
B1_9,G_6,B1,G,0.076496
B1_9,G_7,B1,G,0.080636
B1_9,G_8,B1,G,0.075682
B1_9,G_9,B1,G,0.075682
B1_9,G_10,B1,G,0.077094
B1_10,B2-1_1,B1,B2-1,0.395492
B1_10,B2-1_2,B1,B2-1,0.292987
B1_10,B2-1_3,B1,B2-1,0.417988
B1_10,B2-1_4,B1,B2-1,0.336638
B1_10,B2-1_5,B1,B2-1,0.261052
B1_10,B2-1_6,B1,B2-1,0.342853
B1_10,B2-1_7,B1,B2-1,0.411846
B1_10,B2-1_8,B1,B2-1,0.259098
B1_10,B2-1_9,B1,B2-1,0.372592
B1_10,B2-1_10,B1,B2-1,0.253197
B1_10,B2-2_1,B1,B2-2,0.338454
B1_10,B2-2_2,B1,B2-2,0.323392
B1_10,B2-2_3,B1,B2-2,0.209258
B1_10,B2-2_4,B1,B2-2,0.390894
B1_10,B2-2_5,B1,B2-2,0.383981
B1_10,B2-2_6,B1,B2-2,0.176058
B1_10,B2-2_7,B1,B2-2,0.340153
B1_10,B2-2_8,B1,B2-2,0.415638
B1_10,B2-2_9,B1,B2-2,0.199861
B1_10,B2-2_10,B1,B2-2,0.334990
B1_10,C_1,B1,C,0.368223
B1_10,C_2,B1,C,0.282972
B1_10,C_3,B1,C,0.351643
B1_10,C_4,B1,C,0.304653
B1_10,C_5,B1,C,0.241333
B1_10,C_6,B1,C,0.323971
B1_10,C_7,B1,C,0.361299
B1_10,C_8,B1,C,0.294301
B1_10,C_9,B1,C,0.235993
B1_10,C_10,B1,C,0.312013
B1_10,D1_1,B1,D1,0.379407
B1_10,D1_2,B1,D1,0.391796
B1_10,D1_3,B1,D1,0.368496
B1_10,D1_4,B1,D1,0.452664
B1_10,D1_5,B1,D1,0.401633
B1_10,D1_6,B1,D1,0.276941
B1_10,D1_7,B1,D1,0.316045
B1_10,D1_8,B1,D1,0.394436
B1_10,D1_9,B1,D1,0.377851
B1_10,D1_10,B1,D1,0.282479
B1_10,D2_1,B1,D2,0.376893
B1_10,D2_2,B1,D2,0.449403
B1_10,D2_3,B1,D2,0.444794
B1_10,D2_4,B1,D2,0.418785
B1_10,D2_5,B1,D2,0.487574
B1_10,D2_6,B1,D2,0.375469
B1_10,D2_7,B1,D2,0.360852
B1_10,D2_8,B1,D2,0.427880
B1_10,D2_9,B1,D2,0.478255
B1_10,D2_10,B1,D2,0.466470
B1_10,D3_1,B1,D3,0.442844
B1_10,D3_2,B1,D3,0.401016
B1_10,D3_3,B1,D3,0.420244
B1_10,D3_4,B1,D3,0.402553
B1_10,D3_5,B1,D3,0.388673
B1_10,D3_6,B1,D3,0.313222
B1_10,D3_7,B1,D3,0.446767
B1_10,D3_8,B1,D3,0.407095
B1_10,D3_9,B1,D3,0.444528
B1_10,D3_10,B1,D3,0.326721
B1_10,D4_1,B1,D4,0.470121
B1_10,D4_2,B1,D4,0.495064
B1_10,D4_3,B1,D4,0.300917
B1_10,D4_4,B1,D4,0.515000
B1_10,D4_5,B1,D4,0.471479
B1_10,D4_6,B1,D4,0.425493
B1_10,D4_7,B1,D4,0.444211
B1_10,D4_8,B1,D4,0.597731
B1_10,D4_9,B1,D4,0.484261
B1_10,D4_10,B1,D4,0.392719
B1_10,E1_1,B1,E1,0.374003
B1_10,E1_2,B1,E1,0.272833
B1_10,E1_3,B1,E1,0.252442
B1_10,E1_4,B1,E1,0.375996
B1_10,E1_5,B1,E1,0.298627
B1_10,E1_6,B1,E1,0.298116
B1_10,E1_7,B1,E1,0.176770
B1_10,E1_8,B1,E1,0.303119
B1_10,E1_9,B1,E1,0.100055
B1_10,E1_10,B1,E1,0.377288
B1_10,E2_1,B1,E2,0.368124
B1_10,E2_2,B1,E2,0.351690
B1_10,E2_3,B1,E2,0.406845
B1_10,E2_4,B1,E2,0.290966
B1_10,E2_5,B1,E2,0.357527
B1_10,E2_6,B1,E2,0.429848
B1_10,E2_7,B1,E2,0.333707
B1_10,E2_8,B1,E2,0.280516
B1_10,E2_9,B1,E2,0.263773
B1_10,E2_10,B1,E2,0.475400
B1_10,F1_1,B1,F1,0.322523
B1_10,F1_2,B1,F1,0.272047
B1_10,F1_3,B1,F1,0.336803
B1_10,F1_4,B1,F1,0.341627
B1_10,F1_5,B1,F1,0.365497
B1_10,F1_6,B1,F1,0.340205
B1_10,F1_7,B1,F1,0.299394
B1_10,F1_8,B1,F1,0.339357
B1_10,F1_9,B1,F1,0.251768
B1_10,F1_10,B1,F1,0.361326
B1_10,F2_1,B1,F2,0.281958
B1_10,F2_2,B1,F2,0.176986
B1_10,F2_3,B1,F2,0.364924
B1_10,F2_4,B1,F2,0.325274
B1_10,F2_5,B1,F2,0.204902
B1_10,F2_6,B1,F2,0.284417
B1_10,F2_7,B1,F2,0.343436
B1_10,F2_8,B1,F2,0.256961
B1_10,F2_9,B1,F2,0.332798
B1_10,F2_10,B1,F2,0.267780
B1_10,G_1,B1,G,0.214077
B1_10,G_2,B1,G,0.212762
B1_10,G_3,B1,G,0.212700
B1_10,G_4,B1,G,0.211568
B1_10,G_5,B1,G,0.209891
B1_10,G_6,B1,G,0.210979
B1_10,G_7,B1,G,0.214948
B1_10,G_8,B1,G,0.211025
B1_10,G_9,B1,G,0.212565
B1_10,G_10,B1,G,0.213450
B2-1_1,B2-1_2,B2-1,B2-1,0.331513
B2-1_1,B2-1_3,B2-1,B2-1,0.303010
B2-1_1,B2-1_4,B2-1,B2-1,0.373748
B2-1_1,B2-1_5,B2-1,B2-1,0.392348
B2-1_1,B2-1_6,B2-1,B2-1,0.418254
B2-1_1,B2-1_7,B2-1,B2-1,0.389156
B2-1_1,B2-1_8,B2-1,B2-1,0.522711
B2-1_1,B2-1_9,B2-1,B2-1,0.371236
B2-1_1,B2-1_10,B2-1,B2-1,0.288471
B2-1_1,B2-2_1,B2-1,B2-2,0.374785
B2-1_1,B2-2_2,B2-1,B2-2,0.501874
B2-1_1,B2-2_3,B2-1,B2-2,0.303149
B2-1_1,B2-2_4,B2-1,B2-2,0.426905
B2-1_1,B2-2_5,B2-1,B2-2,0.373786
B2-1_1,B2-2_6,B2-1,B2-2,0.380128
B2-1_1,B2-2_7,B2-1,B2-2,0.378691
B2-1_1,B2-2_8,B2-1,B2-2,0.448477
B2-1_1,B2-2_9,B2-1,B2-2,0.387853
B2-1_1,B2-2_10,B2-1,B2-2,0.335152
B2-1_1,C_1,B2-1,C,0.398030
B2-1_1,C_2,B2-1,C,0.320376
B2-1_1,C_3,B2-1,C,0.387663
B2-1_1,C_4,B2-1,C,0.401909
B2-1_1,C_5,B2-1,C,0.398120
B2-1_1,C_6,B2-1,C,0.246240
B2-1_1,C_7,B2-1,C,0.253154
B2-1_1,C_8,B2-1,C,0.335738
B2-1_1,C_9,B2-1,C,0.301047
B2-1_1,C_10,B2-1,C,0.347591
B2-1_1,D1_1,B2-1,D1,0.283967
B2-1_1,D1_2,B2-1,D1,0.424431
B2-1_1,D1_3,B2-1,D1,0.404062
B2-1_1,D1_4,B2-1,D1,0.402184
B2-1_1,D1_5,B2-1,D1,0.427987
B2-1_1,D1_6,B2-1,D1,0.319115
B2-1_1,D1_7,B2-1,D1,0.352008
B2-1_1,D1_8,B2-1,D1,0.413751
B2-1_1,D1_9,B2-1,D1,0.356453
B2-1_1,D1_10,B2-1,D1,0.279490
B2-1_1,D2_1,B2-1,D2,0.487187
B2-1_1,D2_2,B2-1,D2,0.372826
B2-1_1,D2_3,B2-1,D2,0.458395
B2-1_1,D2_4,B2-1,D2,0.537681
B2-1_1,D2_5,B2-1,D2,0.470441
B2-1_1,D2_6,B2-1,D2,0.410433
B2-1_1,D2_7,B2-1,D2,0.424712
B2-1_1,D2_8,B2-1,D2,0.316686
B2-1_1,D2_9,B2-1,D2,0.371590
B2-1_1,D2_10,B2-1,D2,0.422621
B2-1_1,D3_1,B2-1,D3,0.457627
B2-1_1,D3_2,B2-1,D3,0.471134
B2-1_1,D3_3,B2-1,D3,0.300901
B2-1_1,D3_4,B2-1,D3,0.435955
B2-1_1,D3_5,B2-1,D3,0.415493
B2-1_1,D3_6,B2-1,D3,0.425816
B2-1_1,D3_7,B2-1,D3,0.476553
B2-1_1,D3_8,B2-1,D3,0.435878
B2-1_1,D3_9,B2-1,D3,0.468810
B2-1_1,D3_10,B2-1,D3,0.499059
B2-1_1,D4_1,B2-1,D4,0.262295
B2-1_1,D4_2,B2-1,D4,0.480716
B2-1_1,D4_3,B2-1,D4,0.427293
B2-1_1,D4_4,B2-1,D4,0.452175
B2-1_1,D4_5,B2-1,D4,0.499061
B2-1_1,D4_6,B2-1,D4,0.429026
B2-1_1,D4_7,B2-1,D4,0.285431
B2-1_1,D4_8,B2-1,D4,0.542837
B2-1_1,D4_9,B2-1,D4,0.412492
B2-1_1,D4_10,B2-1,D4,0.325149
B2-1_1,E1_1,B2-1,E1,0.403902
B2-1_1,E1_2,B2-1,E1,0.307341
B2-1_1,E1_3,B2-1,E1,0.298441
B2-1_1,E1_4,B2-1,E1,0.411441
B2-1_1,E1_5,B2-1,E1,0.337648
B2-1_1,E1_6,B2-1,E1,0.339091
B2-1_1,E1_7,B2-1,E1,0.325258
B2-1_1,E1_8,B2-1,E1,0.341744
B2-1_1,E1_9,B2-1,E1,0.392242
B2-1_1,E1_10,B2-1,E1,0.411765
B2-1_1,E2_1,B2-1,E2,0.337805
B2-1_1,E2_2,B2-1,E2,0.330921
B2-1_1,E2_3,B2-1,E2,0.442192
B2-1_1,E2_4,B2-1,E2,0.427053
B2-1_1,E2_5,B2-1,E2,0.397004
B2-1_1,E2_6,B2-1,E2,0.462441
B2-1_1,E2_7,B2-1,E2,0.394318
B2-1_1,E2_8,B2-1,E2,0.319586
B2-1_1,E2_9,B2-1,E2,0.419404
B2-1_1,E2_10,B2-1,E2,0.350819
B2-1_1,F1_1,B2-1,F1,0.335309
B2-1_1,F1_2,B2-1,F1,0.354368
B2-1_1,F1_3,B2-1,F1,0.373197
B2-1_1,F1_4,B2-1,F1,0.377518
B2-1_1,F1_5,B2-1,F1,0.227498
B2-1_1,F1_6,B2-1,F1,0.238119
B2-1_1,F1_7,B2-1,F1,0.335524
B2-1_1,F1_8,B2-1,F1,0.375900
B2-1_1,F1_9,B2-1,F1,0.226799
B2-1_1,F1_10,B2-1,F1,0.261562
B2-1_1,F2_1,B2-1,F2,0.317998
B2-1_1,F2_2,B2-1,F2,0.308306
B2-1_1,F2_3,B2-1,F2,0.270576
B2-1_1,F2_4,B2-1,F2,0.363951
B2-1_1,F2_5,B2-1,F2,0.389182
B2-1_1,F2_6,B2-1,F2,0.322513
B2-1_1,F2_7,B2-1,F2,0.376759
B2-1_1,F2_8,B2-1,F2,0.340895
B2-1_1,F2_9,B2-1,F2,0.301556
B2-1_1,F2_10,B2-1,F2,0.308320
B2-1_1,G_1,B2-1,G,0.255634
B2-1_1,G_2,B2-1,G,0.256087
B2-1_1,G_3,B2-1,G,0.255755
B2-1_1,G_4,B2-1,G,0.254371
B2-1_1,G_5,B2-1,G,0.254246
B2-1_1,G_6,B2-1,G,0.255248
B2-1_1,G_7,B2-1,G,0.257886
B2-1_1,G_8,B2-1,G,0.253869
B2-1_1,G_9,B2-1,G,0.255337
B2-1_1,G_10,B2-1,G,0.255587
B2-1_2,B2-1_3,B2-1,B2-1,0.352866
B2-1_2,B2-1_4,B2-1,B2-1,0.264318
B2-1_2,B2-1_5,B2-1,B2-1,0.287294
B2-1_2,B2-1_6,B2-1,B2-1,0.318049
B2-1_2,B2-1_7,B2-1,B2-1,0.346900
B2-1_2,B2-1_8,B2-1,B2-1,0.437500
B2-1_2,B2-1_9,B2-1,B2-1,0.305043
B2-1_2,B2-1_10,B2-1,B2-1,0.175954
B2-1_2,B2-2_1,B2-1,B2-2,0.194362
B2-1_2,B2-2_2,B2-1,B2-2,0.411189
B2-1_2,B2-2_3,B2-1,B2-2,0.269551
B2-1_2,B2-2_4,B2-1,B2-2,0.208420
B2-1_2,B2-2_5,B2-1,B2-2,0.238338
B2-1_2,B2-2_6,B2-1,B2-2,0.276349
B2-1_2,B2-2_7,B2-1,B2-2,0.270333
B2-1_2,B2-2_8,B2-1,B2-2,0.239451
B2-1_2,B2-2_9,B2-1,B2-2,0.282476
B2-1_2,B2-2_10,B2-1,B2-2,0.266455
B2-1_2,C_1,B2-1,C,0.302951
B2-1_2,C_2,B2-1,C,0.207123
B2-1_2,C_3,B2-1,C,0.279960
B2-1_2,C_4,B2-1,C,0.298410
B2-1_2,C_5,B2-1,C,0.293152
B2-1_2,C_6,B2-1,C,0.253324
B2-1_2,C_7,B2-1,C,0.294185
B2-1_2,C_8,B2-1,C,0.219859
B2-1_2,C_9,B2-1,C,0.182073
B2-1_2,C_10,B2-1,C,0.113290
B2-1_2,D1_1,B2-1,D1,0.314337
B2-1_2,D1_2,B2-1,D1,0.322617
B2-1_2,D1_3,B2-1,D1,0.296321
B2-1_2,D1_4,B2-1,D1,0.292406
B2-1_2,D1_5,B2-1,D1,0.328928
B2-1_2,D1_6,B2-1,D1,0.202039
B2-1_2,D1_7,B2-1,D1,0.244463
B2-1_2,D1_8,B2-1,D1,0.325754
B2-1_2,D1_9,B2-1,D1,0.329739
B2-1_2,D1_10,B2-1,D1,0.178390
B2-1_2,D2_1,B2-1,D2,0.397100
B2-1_2,D2_2,B2-1,D2,0.387483
B2-1_2,D2_3,B2-1,D2,0.355784
B2-1_2,D2_4,B2-1,D2,0.354051
B2-1_2,D2_5,B2-1,D2,0.374336
B2-1_2,D2_6,B2-1,D2,0.274207
B2-1_2,D2_7,B2-1,D2,0.330975
B2-1_2,D2_8,B2-1,D2,0.480310
B2-1_2,D2_9,B2-1,D2,0.315328
B2-1_2,D2_10,B2-1,D2,0.422621
B2-1_2,D3_1,B2-1,D3,0.417874
B2-1_2,D3_2,B2-1,D3,0.379994
B2-1_2,D3_3,B2-1,D3,0.356622
B2-1_2,D3_4,B2-1,D3,0.334831
B2-1_2,D3_5,B2-1,D3,0.317347
B2-1_2,D3_6,B2-1,D3,0.326715
B2-1_2,D3_7,B2-1,D3,0.361028
B2-1_2,D3_8,B2-1,D3,0.337023
B2-1_2,D3_9,B2-1,D3,0.376642
B2-1_2,D3_10,B2-1,D3,0.411458
B2-1_2,D4_1,B2-1,D4,0.408457
B2-1_2,D4_2,B2-1,D4,0.456036
B2-1_2,D4_3,B2-1,D4,0.328175
B2-1_2,D4_4,B2-1,D4,0.457461
B2-1_2,D4_5,B2-1,D4,0.406044
B2-1_2,D4_6,B2-1,D4,0.316285
B2-1_2,D4_7,B2-1,D4,0.383536
B2-1_2,D4_8,B2-1,D4,0.462963
B2-1_2,D4_9,B2-1,D4,0.441296
B2-1_2,D4_10,B2-1,D4,0.285549
B2-1_2,E1_1,B2-1,E1,0.221062
B2-1_2,E1_2,B2-1,E1,0.196106
B2-1_2,E1_3,B2-1,E1,0.175405
B2-1_2,E1_4,B2-1,E1,0.308745
B2-1_2,E1_5,B2-1,E1,0.223531
B2-1_2,E1_6,B2-1,E1,0.178885
B2-1_2,E1_7,B2-1,E1,0.206813
B2-1_2,E1_8,B2-1,E1,0.231306
B2-1_2,E1_9,B2-1,E1,0.292072
B2-1_2,E1_10,B2-1,E1,0.306712
B2-1_2,E2_1,B2-1,E2,0.301175
B2-1_2,E2_2,B2-1,E2,0.277464
B2-1_2,E2_3,B2-1,E2,0.343710
B2-1_2,E2_4,B2-1,E2,0.332904
B2-1_2,E2_5,B2-1,E2,0.289786
B2-1_2,E2_6,B2-1,E2,0.257277
B2-1_2,E2_7,B2-1,E2,0.286938
B2-1_2,E2_8,B2-1,E2,0.207384
B2-1_2,E2_9,B2-1,E2,0.322737
B2-1_2,E2_10,B2-1,E2,0.412395
B2-1_2,F1_1,B2-1,F1,0.249789
B2-1_2,F1_2,B2-1,F1,0.245309
B2-1_2,F1_3,B2-1,F1,0.205877
B2-1_2,F1_4,B2-1,F1,0.146602
B2-1_2,F1_5,B2-1,F1,0.299246
B2-1_2,F1_6,B2-1,F1,0.269545
B2-1_2,F1_7,B2-1,F1,0.225128
B2-1_2,F1_8,B2-1,F1,0.269179
B2-1_2,F1_9,B2-1,F1,0.175985
B2-1_2,F1_10,B2-1,F1,0.291337
B2-1_2,F2_1,B2-1,F2,0.206116
B2-1_2,F2_2,B2-1,F2,0.191993
B2-1_2,F2_3,B2-1,F2,0.295567
B2-1_2,F2_4,B2-1,F2,0.252440
B2-1_2,F2_5,B2-1,F2,0.283000
B2-1_2,F2_6,B2-1,F2,0.207593
B2-1_2,F2_7,B2-1,F2,0.271607
B2-1_2,F2_8,B2-1,F2,0.227040
B2-1_2,F2_9,B2-1,F2,0.262276
B2-1_2,F2_10,B2-1,F2,0.194009
B2-1_2,G_1,B2-1,G,0.131844
B2-1_2,G_2,B2-1,G,0.128829
B2-1_2,G_3,B2-1,G,0.131077
B2-1_2,G_4,B2-1,G,0.128852
B2-1_2,G_5,B2-1,G,0.126669
B2-1_2,G_6,B2-1,G,0.128939
B2-1_2,G_7,B2-1,G,0.132890
B2-1_2,G_8,B2-1,G,0.129236
B2-1_2,G_9,B2-1,G,0.128899
B2-1_2,G_10,B2-1,G,0.129212
B2-1_3,B2-1_4,B2-1,B2-1,0.392846
B2-1_3,B2-1_5,B2-1,B2-1,0.413988
B2-1_3,B2-1_6,B2-1,B2-1,0.321186
B2-1_3,B2-1_7,B2-1,B2-1,0.353109
B2-1_3,B2-1_8,B2-1,B2-1,0.543243
B2-1_3,B2-1_9,B2-1,B2-1,0.360114
B2-1_3,B2-1_10,B2-1,B2-1,0.316106
B2-1_3,B2-2_1,B2-1,B2-2,0.396626
B2-1_3,B2-2_2,B2-1,B2-2,0.518910
B2-1_3,B2-2_3,B2-1,B2-2,0.317563
B2-1_3,B2-2_4,B2-1,B2-2,0.395543
B2-1_3,B2-2_5,B2-1,B2-2,0.391655
B2-1_3,B2-2_6,B2-1,B2-2,0.363479
B2-1_3,B2-2_7,B2-1,B2-2,0.398949
B2-1_3,B2-2_8,B2-1,B2-2,0.467346
B2-1_3,B2-2_9,B2-1,B2-2,0.410095
B2-1_3,B2-2_10,B2-1,B2-2,0.300082
B2-1_3,C_1,B2-1,C,0.422347
B2-1_3,C_2,B2-1,C,0.342034
B2-1_3,C_3,B2-1,C,0.336651
B2-1_3,C_4,B2-1,C,0.420186
B2-1_3,C_5,B2-1,C,0.414515
B2-1_3,C_6,B2-1,C,0.383115
B2-1_3,C_7,B2-1,C,0.414768
B2-1_3,C_8,B2-1,C,0.354398
B2-1_3,C_9,B2-1,C,0.323957
B2-1_3,C_10,B2-1,C,0.369323
B2-1_3,D1_1,B2-1,D1,0.311451
B2-1_3,D1_2,B2-1,D1,0.400401
B2-1_3,D1_3,B2-1,D1,0.313904
B2-1_3,D1_4,B2-1,D1,0.395266
B2-1_3,D1_5,B2-1,D1,0.402068
B2-1_3,D1_6,B2-1,D1,0.337814
B2-1_3,D1_7,B2-1,D1,0.374412
B2-1_3,D1_8,B2-1,D1,0.410123
B2-1_3,D1_9,B2-1,D1,0.288239
B2-1_3,D1_10,B2-1,D1,0.302390
B2-1_3,D2_1,B2-1,D2,0.394118
B2-1_3,D2_2,B2-1,D2,0.335955
B2-1_3,D2_3,B2-1,D2,0.493236
B2-1_3,D2_4,B2-1,D2,0.551160
B2-1_3,D2_5,B2-1,D2,0.489674
B2-1_3,D2_6,B2-1,D2,0.417480
B2-1_3,D2_7,B2-1,D2,0.388993
B2-1_3,D2_8,B2-1,D2,0.447656
B2-1_3,D2_9,B2-1,D2,0.309974
B2-1_3,D2_10,B2-1,D2,0.399011
B2-1_3,D3_1,B2-1,D3,0.418867
B2-1_3,D3_2,B2-1,D3,0.487744
B2-1_3,D3_3,B2-1,D3,0.468126
B2-1_3,D3_4,B2-1,D3,0.453745
B2-1_3,D3_5,B2-1,D3,0.439915
B2-1_3,D3_6,B2-1,D3,0.442203
B2-1_3,D3_7,B2-1,D3,0.493031
B2-1_3,D3_8,B2-1,D3,0.456687
B2-1_3,D3_9,B2-1,D3,0.447124
B2-1_3,D3_10,B2-1,D3,0.412207
B2-1_3,D4_1,B2-1,D4,0.352081
B2-1_3,D4_2,B2-1,D4,0.453349
B2-1_3,D4_3,B2-1,D4,0.349904
B2-1_3,D4_4,B2-1,D4,0.494485
B2-1_3,D4_5,B2-1,D4,0.513823
B2-1_3,D4_6,B2-1,D4,0.406587
B2-1_3,D4_7,B2-1,D4,0.348963
B2-1_3,D4_8,B2-1,D4,0.588692
B2-1_3,D4_9,B2-1,D4,0.464872
B2-1_3,D4_10,B2-1,D4,0.348277
B2-1_3,E1_1,B2-1,E1,0.422357
B2-1_3,E1_2,B2-1,E1,0.334673
B2-1_3,E1_3,B2-1,E1,0.318994
B2-1_3,E1_4,B2-1,E1,0.429977
B2-1_3,E1_5,B2-1,E1,0.359602
B2-1_3,E1_6,B2-1,E1,0.359753
B2-1_3,E1_7,B2-1,E1,0.346535
B2-1_3,E1_8,B2-1,E1,0.363895
B2-1_3,E1_9,B2-1,E1,0.412216
B2-1_3,E1_10,B2-1,E1,0.431040
B2-1_3,E2_1,B2-1,E2,0.308757
B2-1_3,E2_2,B2-1,E2,0.343350
B2-1_3,E2_3,B2-1,E2,0.434723
B2-1_3,E2_4,B2-1,E2,0.340818
B2-1_3,E2_5,B2-1,E2,0.390028
B2-1_3,E2_6,B2-1,E2,0.479265
B2-1_3,E2_7,B2-1,E2,0.385070
B2-1_3,E2_8,B2-1,E2,0.343341
B2-1_3,E2_9,B2-1,E2,0.322341
B2-1_3,E2_10,B2-1,E2,0.522254
B2-1_3,F1_1,B2-1,F1,0.380172
B2-1_3,F1_2,B2-1,F1,0.262990
B2-1_3,F1_3,B2-1,F1,0.392835
B2-1_3,F1_4,B2-1,F1,0.397281
B2-1_3,F1_5,B2-1,F1,0.419704
B2-1_3,F1_6,B2-1,F1,0.230020
B2-1_3,F1_7,B2-1,F1,0.361208
B2-1_3,F1_8,B2-1,F1,0.268961
B2-1_3,F1_9,B2-1,F1,0.315062
B2-1_3,F1_10,B2-1,F1,0.368918
B2-1_3,F2_1,B2-1,F2,0.290684
B2-1_3,F2_2,B2-1,F2,0.329145
