collection	genome_A	genome_B	ani	junctions	shared_tags	raw_inverted_fraction
escherichia_coli	OZ542592.1	OZ544462.1	98.55	8.0	4247.0	0.00542
escherichia_coli	OZ542592.1	OZ547193.1	98.46	17.0	4068.0	0.01967
escherichia_coli	OZ542841.1	OZ542891.1			0.0	
escherichia_coli	OZ542841.1	OZ543113.1			0.0	
escherichia_coli	OZ542841.1	OZ544177.1		0.0	10.0	0.0
escherichia_coli	OZ542841.1	OZ544196.1			0.0	
escherichia_coli	OZ542841.1	OZ544215.1			0.0	
escherichia_coli	OZ542841.1	OZ544309.1			0.0	
escherichia_coli	OZ542841.1	OZ544409.1			0.0	
escherichia_coli	OZ542841.1	OZ544462.1			0.0	
escherichia_coli	OZ542841.1	OZ547193.1			0.0	
escherichia_coli	OZ542891.1	OZ543113.1			0.0	
escherichia_coli	OZ542891.1	OZ544177.1			0.0	
escherichia_coli	OZ542891.1	OZ544196.1			0.0	
escherichia_coli	OZ542891.1	OZ544215.1	97.13	19.0	2990.0	0.01773
escherichia_coli	OZ542891.1	OZ544309.1	97.13	19.0	2989.0	0.01673
escherichia_coli	OZ542891.1	OZ544409.1	96.95	9.0	2645.0	0.05747
escherichia_coli	OZ542891.1	OZ544462.1	96.95	7.0	2887.0	0.00727
escherichia_coli	OZ542891.1	OZ547193.1	97.02	10.0	2710.0	0.01734
escherichia_coli	OZ543113.1	OZ544177.1	94.62	5.0	1562.0	0.0032
escherichia_coli	OZ543113.1	OZ544196.1	94.62	5.0	1561.0	0.00256
escherichia_coli	OZ543113.1	OZ544215.1			0.0	
escherichia_coli	OZ543113.1	OZ544309.1			0.0	
escherichia_coli	OZ543113.1	OZ544409.1			0.0	
escherichia_coli	OZ543113.1	OZ544462.1			0.0	
escherichia_coli	OZ543113.1	OZ547193.1			0.0	
escherichia_coli	OZ544177.1	OZ544196.1	99.99	0.0	4658.0	0.0
escherichia_coli	OZ544177.1	OZ544215.1			0.0	
escherichia_coli	OZ544177.1	OZ544309.1			0.0	
escherichia_coli	OZ544177.1	OZ544409.1			0.0	
escherichia_coli	OZ544177.1	OZ544462.1			0.0	
escherichia_coli	OZ544177.1	OZ547193.1			0.0	
escherichia_coli	OZ544196.1	OZ544215.1			0.0	
escherichia_coli	OZ544196.1	OZ544309.1			0.0	
escherichia_coli	OZ544196.1	OZ544409.1			0.0	
escherichia_coli	OZ544196.1	OZ544462.1			0.0	
escherichia_coli	OZ544196.1	OZ547193.1			0.0	
escherichia_coli	OZ544215.1	OZ544309.1	100.0	0.0	6611.0	0.00787
escherichia_coli	OZ544215.1	OZ544409.1	97.53	14.0	3026.0	0.07138
escherichia_coli	OZ544215.1	OZ544462.1	97.3	15.0	3206.0	0.00873
escherichia_coli	OZ544215.1	OZ547193.1	97.39	14.0	3202.0	0.0406
escherichia_coli	OZ544309.1	OZ544409.1	97.53	13.0	3018.0	0.07223
escherichia_coli	OZ544309.1	OZ544462.1	97.16	19.0	3168.0	0.00979
escherichia_coli	OZ544309.1	OZ547193.1	97.39	13.0	3156.0	0.0282
escherichia_coli	OZ544409.1	OZ544462.1	98.04	15.0	3509.0	0.06669
escherichia_coli	OZ544409.1	OZ547193.1	97.84	19.0	3426.0	0.07326
escherichia_coli	OZ544462.1	OZ547193.1	98.27	13.0	4062.0	0.03102
salmonella_typhimurium	CP150844.1	CP185808.1	99.62	12.0	4968.0	0.00221
salmonella_typhimurium	CP150844.1	CP176561.1	99.66	7.0	4934.0	0.99878
salmonella_typhimurium	CP150844.1	CP131749.1	99.99	3.0	5382.0	0.99814
salmonella_typhimurium	CP150844.1	CP131753.1	99.53	10.0	4961.0	0.99839
salmonella_typhimurium	CP150844.1	CP131757.1	99.99	2.0	5376.0	0.99926
salmonella_typhimurium	CP150844.1	CP131777.1	99.59	12.0	4949.0	0.99818
salmonella_typhimurium	CP150844.1	CP159171.1	99.64	8.0	4994.0	0.99479
salmonella_typhimurium	CP150844.1	CP159176.1	99.64	8.0	4994.0	0.99479
salmonella_typhimurium	CP150844.1	CP161837.1	99.64	9.0	4992.0	0.99439
salmonella_typhimurium	CP150844.1	CP161840.1	99.63	8.0	4998.0	0.03982
salmonella_typhimurium	CP150844.1	CP197140.1	99.48	11.0	4954.0	0.99798
salmonella_typhimurium	CP150844.1	CP197159.1	99.59	6.0	4972.0	0.99638
salmonella_typhimurium	CP150844.1	CP197136.1	99.5	9.0	4963.0	0.99799
salmonella_typhimurium	CP150844.1	CP197146.1	99.62	8.0	4989.0	0.99479
salmonella_typhimurium	CP150844.1	CP197163.1	99.62	8.0	4997.0	0.9948
salmonella_typhimurium	CP150844.1	CP197145.1	99.66	7.0	4981.0	0.99759
salmonella_typhimurium	CP150844.1	CP197152.1	99.62	8.0	4998.0	0.995
salmonella_typhimurium	CP150844.1	CP197155.1	99.62	8.0	4996.0	0.994
salmonella_typhimurium	CP150844.1	AP040137.1	99.64	4.0	4958.0	0.00081
salmonella_typhimurium	CP185808.1	CP176561.1	99.93	1.0	5307.0	0.99981
salmonella_typhimurium	CP185808.1	CP131749.1	99.62	7.0	4948.0	0.99798
salmonella_typhimurium	CP185808.1	CP131753.1	99.91	5.0	5316.0	0.99906
salmonella_typhimurium	CP185808.1	CP131757.1	99.57	7.0	4997.0	0.98759
salmonella_typhimurium	CP185808.1	CP131777.1	99.91	8.0	5323.0	0.99906
salmonella_typhimurium	CP185808.1	CP159171.1	99.94	8.0	5575.0	0.97632
salmonella_typhimurium	CP185808.1	CP159176.1	99.94	8.0	5575.0	0.97632
salmonella_typhimurium	CP185808.1	CP161837.1	99.88	6.0	5567.0	0.97431
salmonella_typhimurium	CP185808.1	CP161840.1	99.92	8.0	5580.0	0.05663
salmonella_typhimurium	CP185808.1	CP197140.1	99.84	10.0	5372.0	0.98976
salmonella_typhimurium	CP185808.1	CP197159.1	99.94	2.0	5356.0	0.99832
salmonella_typhimurium	CP185808.1	CP197136.1	99.92	6.0	5356.0	0.99944
salmonella_typhimurium	CP185808.1	CP197146.1	99.93	5.0	5590.0	0.96887
salmonella_typhimurium	CP185808.1	CP197163.1	99.94	5.0	5608.0	0.96879
salmonella_typhimurium	CP185808.1	CP197145.1	99.99	2.0	5457.0	0.99597
salmonella_typhimurium	CP185808.1	CP197152.1	99.98	5.0	5555.0	0.9784
salmonella_typhimurium	CP185808.1	CP197155.1	99.97	5.0	5556.0	0.97786
salmonella_typhimurium	CP185808.1	AP040137.1	99.95	1.0	5294.0	0.00057
salmonella_typhimurium	CP176561.1	CP131749.1	99.64	6.0	4994.0	0.0004
salmonella_typhimurium	CP176561.1	CP131753.1	99.93	2.0	5343.0	0.00056
salmonella_typhimurium	CP176561.1	CP131757.1	99.67	7.0	4981.0	0.0004
salmonella_typhimurium	CP176561.1	CP131777.1	99.92	4.0	5347.0	0.00037
salmonella_typhimurium	CP176561.1	CP159171.1	99.95	0.0	5340.0	0.00037
salmonella_typhimurium	CP176561.1	CP159176.1	99.95	0.0	5340.0	0.00037
salmonella_typhimurium	CP176561.1	CP161837.1	99.88	4.0	5360.0	0.00765
salmonella_typhimurium	CP176561.1	CP161840.1	99.95	0.0	5338.0	0.96628
salmonella_typhimurium	CP176561.1	CP197140.1	99.83	2.0	5343.0	0.00056
salmonella_typhimurium	CP176561.1	CP197159.1	99.88	0.0	5421.0	0.00018
salmonella_typhimurium	CP176561.1	CP197136.1	99.94	6.0	5492.0	0.01712
salmonella_typhimurium	CP176561.1	CP197146.1	99.92	2.0	5331.0	0.00056
salmonella_typhimurium	CP176561.1	CP197163.1	99.92	2.0	5339.0	0.00056
salmonella_typhimurium	CP176561.1	CP197145.1	99.85	0.0	5340.0	0.00019
salmonella_typhimurium	CP176561.1	CP197152.1	99.92	2.0	5340.0	0.00037
salmonella_typhimurium	CP176561.1	CP197155.1	99.92	2.0	5338.0	0.00019
salmonella_typhimurium	CP176561.1	AP040137.1	99.97	0.0	5347.0	1.0
salmonella_typhimurium	CP131749.1	CP131753.1	99.59	5.0	5005.0	0.001
salmonella_typhimurium	CP131749.1	CP131757.1	100.0	0.0	5441.0	0.0
salmonella_typhimurium	CP131749.1	CP131777.1	99.62	7.0	4995.0	0.001
salmonella_typhimurium	CP131749.1	CP159171.1	99.64	6.0	4977.0	0.00181
salmonella_typhimurium	CP131749.1	CP159176.1	99.64	6.0	4977.0	0.00181
salmonella_typhimurium	CP131749.1	CP161837.1	99.57	7.0	4989.0	0.01002
salmonella_typhimurium	CP131749.1	CP161840.1	99.59	6.0	4975.0	0.96382
salmonella_typhimurium	CP131749.1	CP197140.1	99.59	5.0	5002.0	0.001
salmonella_typhimurium	CP131749.1	CP197159.1	99.59	7.0	5033.0	0.00238
salmonella_typhimurium	CP131749.1	CP197136.1	99.45	9.0	5030.0	0.00119
salmonella_typhimurium	CP131749.1	CP197146.1	99.48	7.0	5086.0	0.01022
salmonella_typhimurium	CP131749.1	CP197163.1	99.5	9.0	5092.0	0.01767
salmonella_typhimurium	CP131749.1	CP197145.1	99.63	6.0	4974.0	0.00121
salmonella_typhimurium	CP131749.1	CP197152.1	99.5	9.0	5092.0	0.01748
salmonella_typhimurium	CP131749.1	CP197155.1	99.5	9.0	5094.0	0.02022
salmonella_typhimurium	CP131749.1	AP040137.1	99.66	2.0	5001.0	0.9998
salmonella_typhimurium	CP131753.1	CP131757.1	99.63	5.0	5010.0	0.002
salmonella_typhimurium	CP131753.1	CP131777.1	99.99	2.0	5524.0	0.00416
salmonella_typhimurium	CP131753.1	CP159171.1	99.78	5.0	5357.0	0.00261
salmonella_typhimurium	CP131753.1	CP159176.1	99.78	5.0	5357.0	0.00261
salmonella_typhimurium	CP131753.1	CP161837.1	99.86	6.0	5349.0	0.00748
salmonella_typhimurium	CP131753.1	CP161840.1	99.77	5.0	5355.0	0.9662
salmonella_typhimurium	CP131753.1	CP197140.1	99.78	0.0	5396.0	0.00167
salmonella_typhimurium	CP131753.1	CP197159.1	99.94	0.0	5391.0	0.00037
salmonella_typhimurium	CP131753.1	CP197136.1	99.9	3.0	5399.0	0.00074
salmonella_typhimurium	CP131753.1	CP197146.1	99.85	3.0	5337.0	0.0015
salmonella_typhimurium	CP131753.1	CP197163.1	99.85	3.0	5344.0	0.0015
salmonella_typhimurium	CP131753.1	CP197145.1	99.86	4.0	5344.0	0.00019
salmonella_typhimurium	CP131753.1	CP197152.1	99.85	3.0	5345.0	0.00131
salmonella_typhimurium	CP131753.1	CP197155.1	99.85	3.0	5343.0	0.00019
salmonella_typhimurium	CP131753.1	AP040137.1	99.99	0.0	5378.0	0.99981
salmonella_typhimurium	CP131757.1	CP131777.1	99.67	7.0	4998.0	0.0022
salmonella_typhimurium	CP131757.1	CP159171.1	99.59	5.0	4980.0	0.00201
salmonella_typhimurium	CP131757.1	CP159176.1	99.59	5.0	4980.0	0.00201
salmonella_typhimurium	CP131757.1	CP161837.1	99.59	8.0	4981.0	0.01024
salmonella_typhimurium	CP131757.1	CP161840.1	99.59	5.0	4978.0	0.96284
salmonella_typhimurium	CP131757.1	CP197140.1	99.59	7.0	5056.0	0.00138
salmonella_typhimurium	CP131757.1	CP197159.1	99.64	5.0	5011.0	0.0016
salmonella_typhimurium	CP131757.1	CP197136.1	99.62	9.0	5054.0	0.0089
salmonella_typhimurium	CP131757.1	CP197146.1	99.62	5.0	4974.0	0.00302
salmonella_typhimurium	CP131757.1	CP197163.1	99.62	5.0	4978.0	0.00281
salmonella_typhimurium	CP131757.1	CP197145.1	99.63	5.0	4972.0	0.00121
salmonella_typhimurium	CP131757.1	CP197152.1	99.62	5.0	4978.0	0.00261
salmonella_typhimurium	CP131757.1	CP197155.1	99.62	5.0	4980.0	0.00141
salmonella_typhimurium	CP131757.1	AP040137.1	99.66	2.0	5000.0	1.0
salmonella_typhimurium	CP131777.1	CP159171.1	99.78	7.0	5361.0	0.00354
salmonella_typhimurium	CP131777.1	CP159176.1	99.78	7.0	5361.0	0.00354
salmonella_typhimurium	CP131777.1	CP161837.1	99.85	8.0	5353.0	0.00841
salmonella_typhimurium	CP131777.1	CP161840.1	99.78	7.0	5359.0	0.96529
salmonella_typhimurium	CP131777.1	CP197140.1	99.85	3.0	5382.0	0.00074
salmonella_typhimurium	CP131777.1	CP197159.1	99.93	2.0	5377.0	0.00037
salmonella_typhimurium	CP131777.1	CP197136.1	99.92	5.0	5385.0	0.00074
salmonella_typhimurium	CP131777.1	CP197146.1	99.85	5.0	5341.0	0.00056
salmonella_typhimurium	CP131777.1	CP197163.1	99.86	5.0	5349.0	0.00056
salmonella_typhimurium	CP131777.1	CP197145.1	99.86	6.0	5348.0	0.00112
salmonella_typhimurium	CP131777.1	CP197152.1	99.86	5.0	5350.0	0.00037
salmonella_typhimurium	CP131777.1	CP197155.1	99.86	5.0	5348.0	0.0015
salmonella_typhimurium	CP131777.1	AP040137.1	99.99	2.0	5345.0	0.99963
salmonella_typhimurium	CP159171.1	CP159176.1	100.0	0.0	5703.0	0.0
salmonella_typhimurium	CP159171.1	CP161837.1	99.98	5.0	5654.0	0.00973
salmonella_typhimurium	CP159171.1	CP161840.1	100.0	0.0	5700.0	0.95719
salmonella_typhimurium	CP159171.1	CP197140.1	99.87	5.0	5361.0	0.00522
salmonella_typhimurium	CP159171.1	CP197159.1	99.93	2.0	5392.0	0.00111
salmonella_typhimurium	CP159171.1	CP197136.1	99.88	5.0	5350.0	0.00131
salmonella_typhimurium	CP159171.1	CP197146.1	99.93	0.0	5602.0	0.00036
salmonella_typhimurium	CP159171.1	CP197163.1	99.95	0.0	5624.0	0.00036
salmonella_typhimurium	CP159171.1	CP197145.1	100.0	0.0	5527.0	0.0
salmonella_typhimurium	CP159171.1	CP197152.1	99.94	0.0	5624.0	0.00036
salmonella_typhimurium	CP159171.1	CP197155.1	99.94	0.0	5623.0	0.00036
salmonella_typhimurium	CP159171.1	AP040137.1	99.95	1.0	5320.0	0.99925
salmonella_typhimurium	CP159176.1	CP161837.1	99.98	5.0	5654.0	0.00973
salmonella_typhimurium	CP159176.1	CP161840.1	100.0	0.0	5701.0	0.9572
salmonella_typhimurium	CP159176.1	CP197140.1	99.87	5.0	5361.0	0.00522
salmonella_typhimurium	CP159176.1	CP197159.1	99.93	2.0	5392.0	0.00111
salmonella_typhimurium	CP159176.1	CP197136.1	99.88	5.0	5350.0	0.00131
salmonella_typhimurium	CP159176.1	CP197146.1	99.93	0.0	5602.0	0.00036
salmonella_typhimurium	CP159176.1	CP197163.1	99.95	0.0	5624.0	0.00036
salmonella_typhimurium	CP159176.1	CP197145.1	100.0	0.0	5527.0	0.0
salmonella_typhimurium	CP159176.1	CP197152.1	99.94	0.0	5624.0	0.00036
salmonella_typhimurium	CP159176.1	CP197155.1	99.94	0.0	5623.0	0.00036
salmonella_typhimurium	CP159176.1	AP040137.1	99.95	1.0	5320.0	0.99925
salmonella_typhimurium	CP161837.1	CP161840.1	99.98	5.0	5651.0	0.95983
salmonella_typhimurium	CP161837.1	CP197140.1	99.86	7.0	5366.0	0.01155
salmonella_typhimurium	CP161837.1	CP197159.1	99.92	5.0	5453.0	0.00715
salmonella_typhimurium	CP161837.1	CP197136.1	99.91	4.0	5371.0	0.00912
salmonella_typhimurium	CP161837.1	CP197146.1	99.9	4.0	5614.0	0.00713
salmonella_typhimurium	CP161837.1	CP197163.1	99.91	2.0	5634.0	0.00763
salmonella_typhimurium	CP161837.1	CP197145.1	99.99	2.0	5528.0	0.00742
salmonella_typhimurium	CP161837.1	CP197152.1	99.95	2.0	5631.0	0.00728
salmonella_typhimurium	CP161837.1	CP197155.1	99.92	2.0	5632.0	0.00852
salmonella_typhimurium	CP161837.1	AP040137.1	99.95	3.0	5320.0	0.99211
salmonella_typhimurium	CP161840.1	CP197140.1	99.87	5.0	5359.0	0.96305
salmonella_typhimurium	CP161840.1	CP197159.1	99.93	2.0	5390.0	0.96623
salmonella_typhimurium	CP161840.1	CP197136.1	99.87	5.0	5348.0	0.96634
salmonella_typhimurium	CP161840.1	CP197146.1	99.94	0.0	5600.0	0.96804
salmonella_typhimurium	CP161840.1	CP197163.1	99.95	0.0	5621.0	0.96798
salmonella_typhimurium	CP161840.1	CP197145.1	99.98	0.0	5525.0	0.9676
salmonella_typhimurium	CP161840.1	CP197152.1	99.95	0.0	5622.0	0.96798
salmonella_typhimurium	CP161840.1	CP197155.1	99.95	0.0	5621.0	0.9678
salmonella_typhimurium	CP161840.1	AP040137.1	99.95	1.0	5324.0	0.03418
salmonella_typhimurium	CP197140.1	CP197159.1	99.98	2.0	5448.0	0.0033
salmonella_typhimurium	CP197140.1	CP197136.1	99.86	8.0	5472.0	0.00804
salmonella_typhimurium	CP197140.1	CP197146.1	99.92	5.0	5352.0	0.00374
salmonella_typhimurium	CP197140.1	CP197163.1	99.91	5.0	5358.0	0.00373
salmonella_typhimurium	CP197140.1	CP197145.1	99.9	3.0	5346.0	0.00299
salmonella_typhimurium	CP197140.1	CP197152.1	99.91	5.0	5360.0	0.00373
salmonella_typhimurium	CP197140.1	CP197155.1	99.91	5.0	5358.0	0.00504
salmonella_typhimurium	CP197140.1	AP040137.1	99.95	0.0	5338.0	1.0
salmonella_typhimurium	CP197159.1	CP197136.1	99.92	2.0	5489.0	0.00219
salmonella_typhimurium	CP197159.1	CP197146.1	99.93	3.0	5390.0	0.00148
salmonella_typhimurium	CP197159.1	CP197163.1	99.93	3.0	5400.0	0.00056
salmonella_typhimurium	CP197159.1	CP197145.1	99.83	1.0	5383.0	0.00056
salmonella_typhimurium	CP197159.1	CP197152.1	99.93	3.0	5402.0	0.00056
salmonella_typhimurium	CP197159.1	CP197155.1	99.93	3.0	5400.0	0.00167
salmonella_typhimurium	CP197159.1	AP040137.1	99.94	0.0	5375.0	1.0
salmonella_typhimurium	CP197136.1	CP197146.1	99.93	2.0	5338.0	0.0015
salmonella_typhimurium	CP197136.1	CP197163.1	99.93	4.0	5348.0	0.00131
salmonella_typhimurium	CP197136.1	CP197145.1	99.8	3.0	5346.0	0.00037
salmonella_typhimurium	CP197136.1	CP197152.1	99.93	4.0	5350.0	0.00131
salmonella_typhimurium	CP197136.1	CP197155.1	99.93	4.0	5348.0	0.00037
salmonella_typhimurium	CP197136.1	AP040137.1	99.95	2.0	5354.0	0.99944
salmonella_typhimurium	CP197146.1	CP197163.1	99.99	1.0	5885.0	0.02821
salmonella_typhimurium	CP197146.1	CP197145.1	99.97	0.0	5495.0	0.0
salmonella_typhimurium	CP197146.1	CP197152.1	99.98	1.0	5800.0	0.02862
salmonella_typhimurium	CP197146.1	CP197155.1	99.98	3.0	5811.0	0.02616
salmonella_typhimurium	CP197146.1	AP040137.1	99.95	1.0	5312.0	0.99925
salmonella_typhimurium	CP197163.1	CP197145.1	99.98	0.0	5519.0	0.0
salmonella_typhimurium	CP197163.1	CP197152.1	100.0	0.0	5827.0	0.00017
salmonella_typhimurium	CP197163.1	CP197155.1	100.0	2.0	5828.0	0.01407
salmonella_typhimurium	CP197163.1	AP040137.1	99.95	1.0	5318.0	0.99925
salmonella_typhimurium	CP197145.1	CP197152.1	99.98	0.0	5522.0	0.0
salmonella_typhimurium	CP197145.1	CP197155.1	99.98	0.0	5520.0	0.0
salmonella_typhimurium	CP197145.1	AP040137.1	99.95	1.0	5319.0	0.99944
salmonella_typhimurium	CP197152.1	CP197155.1	100.0	2.0	5827.0	0.01424
salmonella_typhimurium	CP197152.1	AP040137.1	99.95	1.0	5318.0	0.99944
salmonella_typhimurium	CP197155.1	AP040137.1	99.95	1.0	5316.0	0.99944
shigella_sonnei	CP179990.1	CP179971.1	99.93	18.0	5465.0	0.09058
shigella_sonnei	CP179990.1	CP179970.1	99.92	16.0	5258.0	0.89996
shigella_sonnei	CP179990.1	CP179952.1	99.87	20.0	5488.0	0.90306
shigella_sonnei	CP179990.1	CP179977.1	99.91	18.0	5466.0	0.09056
shigella_sonnei	CP179990.1	CP179958.1	99.91	16.0	5451.0	0.90405
shigella_sonnei	CP179990.1	CP180008.1	99.91	20.0	5442.0	0.74587
shigella_sonnei	CP179990.1	CP180015.1	99.79	20.0	5455.0	0.08616
shigella_sonnei	CP179990.1	CP179997.1	99.84	16.0	5467.0	0.07774
shigella_sonnei	CP179990.1	CP176614.1	99.8	21.0	5468.0	0.90271
shigella_sonnei	CP179990.1	CP182545.1	94.73	19.0	1589.0	0.73191
shigella_sonnei	CP179990.1	CP146298.2	99.88	18.0	5359.0	0.09255
shigella_sonnei	CP179990.1	CP176663.1	99.89	17.0	5363.0	0.92225
shigella_sonnei	CP179990.1	CP180280.1	99.76	14.0	5461.0	0.87896
shigella_sonnei	CP179990.1	OZ477357.1	99.93	18.0	5349.0	0.09235
shigella_sonnei	CP179971.1	CP179970.1	99.94	12.0	5387.0	0.92797
shigella_sonnei	CP179971.1	CP179952.1	99.97	4.0	5589.0	0.93308
shigella_sonnei	CP179971.1	CP179977.1	99.95	3.0	5626.0	0.00391
shigella_sonnei	CP179971.1	CP179958.1	99.97	4.0	5562.0	0.93258
shigella_sonnei	CP179971.1	CP180008.1	99.97	6.0	5565.0	0.76783
shigella_sonnei	CP179971.1	CP180015.1	99.92	9.0	5593.0	0.01126
shigella_sonnei	CP179971.1	CP179997.1	99.82	25.0	5431.0	0.06334
shigella_sonnei	CP179971.1	CP176614.1	99.94	7.0	5603.0	0.92629
shigella_sonnei	CP179971.1	CP182545.1	94.62	16.0	1591.0	0.75801
shigella_sonnei	CP179971.1	CP146298.2	99.99	0.0	5484.0	0.0031
shigella_sonnei	CP179971.1	CP176663.1	99.97	3.0	5475.0	0.95489
shigella_sonnei	CP179971.1	CP180280.1	99.72	29.0	5416.0	0.8894
shigella_sonnei	CP179971.1	OZ477357.1	99.98	0.0	5474.0	0.00128
shigella_sonnei	CP179970.1	CP179952.1	99.99	2.0	5382.0	0.00204
shigella_sonnei	CP179970.1	CP179977.1	99.97	9.0	5385.0	0.92572
shigella_sonnei	CP179970.1	CP179958.1	99.97	2.0	5353.0	0.00056
shigella_sonnei	CP179970.1	CP180008.1	99.99	4.0	5359.0	0.13379
shigella_sonnei	CP179970.1	CP180015.1	99.94	11.0	5363.0	0.94164
shigella_sonnei	CP179970.1	CP179997.1	99.81	29.0	5232.0	0.94209
shigella_sonnei	CP179970.1	CP176614.1	99.97	7.0	5404.0	0.00481
shigella_sonnei	CP179970.1	CP182545.1	94.73	21.0	1525.0	0.19082
shigella_sonnei	CP179970.1	CP146298.2	99.93	6.0	5269.0	0.94762
shigella_sonnei	CP179970.1	CP176663.1	99.97	2.0	5254.0	0.00076
shigella_sonnei	CP179970.1	CP180280.1	99.74	30.0	5202.0	0.04652
shigella_sonnei	CP179970.1	OZ477357.1	99.98	6.0	5250.0	0.94952
shigella_sonnei	CP179952.1	CP179977.1	99.99	4.0	5590.0	0.93399
shigella_sonnei	CP179952.1	CP179958.1	99.98	0.0	5588.0	0.0
shigella_sonnei	CP179952.1	CP180008.1	99.99	2.0	5582.0	0.16553
shigella_sonnei	CP179952.1	CP180015.1	99.97	6.0	5565.0	0.94591
shigella_sonnei	CP179952.1	CP179997.1	99.87	26.0	5437.0	0.94445
shigella_sonnei	CP179952.1	CP176614.1	99.94	0.0	5595.0	0.00214
shigella_sonnei	CP179952.1	CP182545.1	94.62	20.0	1597.0	0.22417
shigella_sonnei	CP179952.1	CP146298.2	99.99	4.0	5470.0	0.9532
shigella_sonnei	CP179952.1	CP176663.1	99.99	0.0	5482.0	0.00146
shigella_sonnei	CP179952.1	CP180280.1	99.74	21.0	5401.0	0.04536
shigella_sonnei	CP179952.1	OZ477357.1	99.98	4.0	5471.0	0.9512
shigella_sonnei	CP179977.1	CP179958.1	99.97	4.0	5563.0	0.93349
shigella_sonnei	CP179977.1	CP180008.1	99.98	6.0	5566.0	0.76734
shigella_sonnei	CP179977.1	CP180015.1	99.97	9.0	5584.0	0.0154
shigella_sonnei	CP179977.1	CP179997.1	99.89	25.0	5432.0	0.06646
shigella_sonnei	CP179977.1	CP176614.1	99.97	7.0	5598.0	0.93248
shigella_sonnei	CP179977.1	CP182545.1	94.73	16.0	1588.0	0.75945
shigella_sonnei	CP179977.1	CP146298.2	100.0	0.0	5505.0	0.00309
shigella_sonnei	CP179977.1	CP176663.1	99.97	3.0	5476.0	0.95544
shigella_sonnei	CP179977.1	CP180280.1	99.84	26.0	5412.0	0.88489
shigella_sonnei	CP179977.1	OZ477357.1	99.99	0.0	5494.0	0.00146
shigella_sonnei	CP179958.1	CP180008.1	99.99	2.0	5563.0	0.16304
shigella_sonnei	CP179958.1	CP180015.1	99.97	6.0	5536.0	0.94563
shigella_sonnei	CP179958.1	CP179997.1	99.87	23.0	5398.0	0.94516
shigella_sonnei	CP179958.1	CP176614.1	99.97	0.0	5565.0	0.00072
shigella_sonnei	CP179958.1	CP182545.1	94.84	19.0	1588.0	0.22418
shigella_sonnei	CP179958.1	CP146298.2	99.97	4.0	5441.0	0.95295
shigella_sonnei	CP179958.1	CP176663.1	99.98	0.0	5452.0	0.0
shigella_sonnei	CP179958.1	CP180280.1	99.76	21.0	5372.0	0.04449
shigella_sonnei	CP179958.1	OZ477357.1	99.98	4.0	5443.0	0.95242
shigella_sonnei	CP180008.1	CP180015.1	99.95	8.0	5545.0	0.77818
shigella_sonnei	CP180008.1	CP179997.1	99.89	25.0	5392.0	0.78895
shigella_sonnei	CP180008.1	CP176614.1	99.97	2.0	5564.0	0.16247
shigella_sonnei	CP180008.1	CP182545.1	94.73	18.0	1587.0	0.07561
shigella_sonnei	CP180008.1	CP146298.2	99.99	6.0	5445.0	0.78494
shigella_sonnei	CP180008.1	CP176663.1	99.99	2.0	5458.0	0.16856
shigella_sonnei	CP180008.1	CP180280.1	99.82	23.0	5356.0	0.20183
shigella_sonnei	CP180008.1	OZ477357.1	99.98	6.0	5447.0	0.78428
shigella_sonnei	CP180015.1	CP179997.1	99.81	26.0	5423.0	0.06306
shigella_sonnei	CP180015.1	CP176614.1	99.94	9.0	5581.0	0.93908
shigella_sonnei	CP180015.1	CP182545.1	94.73	17.0	1593.0	0.74827
shigella_sonnei	CP180015.1	CP146298.2	99.93	6.0	5448.0	0.01175
shigella_sonnei	CP180015.1	CP176663.1	99.98	3.0	5459.0	0.96281
shigella_sonnei	CP180015.1	CP180280.1	99.69	26.0	5401.0	0.90113
shigella_sonnei	CP180015.1	OZ477357.1	99.98	4.0	5443.0	0.01176
shigella_sonnei	CP179997.1	CP176614.1	99.77	29.0	5423.0	0.94007
shigella_sonnei	CP179997.1	CP182545.1	94.73	16.0	1606.0	0.77958
shigella_sonnei	CP179997.1	CP146298.2	99.82	20.0	5309.0	0.05538
shigella_sonnei	CP179997.1	CP176663.1	99.89	20.0	5323.0	0.95247
shigella_sonnei	CP179997.1	CP180280.1	99.78	11.0	5522.0	0.94386
shigella_sonnei	CP179997.1	OZ477357.1	99.9	20.0	5309.0	0.05519
shigella_sonnei	CP176614.1	CP182545.1	94.62	22.0	1614.0	0.23172
shigella_sonnei	CP176614.1	CP146298.2	99.97	4.0	5503.0	0.94421
shigella_sonnei	CP176614.1	CP176663.1	99.95	0.0	5463.0	0.0
shigella_sonnei	CP176614.1	CP180280.1	99.54	28.0	5457.0	0.05259
shigella_sonnei	CP176614.1	OZ477357.1	99.97	4.0	5452.0	0.95268
shigella_sonnei	CP182545.1	CP146298.2	94.73	17.0	1591.0	0.75801
shigella_sonnei	CP182545.1	CP176663.1	94.73	19.0	1594.0	0.22459
shigella_sonnei	CP182545.1	CP180280.1	94.73	22.0	1601.0	0.24422
shigella_sonnei	CP182545.1	OZ477357.1	94.73	16.0	1589.0	0.75897
shigella_sonnei	CP146298.2	CP176663.1	99.95	3.0	5474.0	0.9525
shigella_sonnei	CP146298.2	CP180280.1	99.73	26.0	5313.0	0.90043
