accession	contig_count
GB_GCA_014361455.1	146
GB_GCA_014523525.1	309
GB_GCA_014523665.1	833
GB_GCA_014727925.1	59
GB_GCA_014729315.1	975
GB_GCA_014874255.1	122
GB_GCA_015063015.1	66
GB_GCA_015520875.1	122
GB_GCA_015521195.1	134
GB_GCA_015522625.1	136
GB_GCA_015522865.1	65
GB_GCA_015523245.1	227
GB_GCA_015523325.1	24
GB_GCA_015523395.1	213
GB_GCA_015523425.1	257
GB_GCA_015654385.1	1
GB_GCA_016180135.1	46
GB_GCA_016198635.1	90
GB_GCA_016201435.1	66
GB_GCA_016202875.1	85
GB_GCA_016212505.1	46
GB_GCA_016550495.1	269
GB_GCA_016777075.1	87
GB_GCA_016782245.1	494
GB_GCA_016784245.1	54
GB_GCA_016839045.1	464
GB_GCA_016839765.1	96
GB_GCA_016845365.1	26
GB_GCA_016867655.1	215
GB_GCA_016928095.1	124
GB_GCA_016930135.1	125
GB_GCA_016932245.1	161
GB_GCA_016932615.1	29
GB_GCA_016932875.1	100
GB_GCA_016934325.1	35
GB_GCA_016937345.1	52
GB_GCA_017094485.1	1
GB_GCA_017406825.1	54
GB_GCA_017447225.1	117
GB_GCA_017601395.1	207
GB_GCA_017608555.1	77
GB_GCA_017608605.1	44
GB_GCA_017609585.1	90
GB_GCA_017857235.1	58
GB_GCA_017883965.1	144
GB_GCA_017885605.1	137
GB_GCA_017994055.1	134
GB_GCA_018221085.1	92
GB_GCA_018221125.1	68
GB_GCA_018238705.1	549
GB_GCA_018263315.1	183
GB_GCA_018302705.1	35
GB_GCA_018302785.1	50
GB_GCA_018303445.1	54
GB_GCA_018303505.1	78
GB_GCA_018303625.1	61
GB_GCA_018304495.1	94
GB_GCA_018334775.1	325
GB_GCA_018396775.1	25
GB_GCA_018396875.1	51
GB_GCA_018647405.1	76
GB_GCA_018648185.1	23
GB_GCA_018648425.1	88
GB_GCA_018650525.1	44
GB_GCA_018650605.1	24
GB_GCA_018650885.1	38
GB_GCA_018650895.1	35
GB_GCA_018651685.1	94
GB_GCA_018652315.1	131
GB_GCA_018652685.1	99
GB_GCA_018652765.1	164
GB_GCA_018658265.1	47
GB_GCA_018659865.1	103
GB_GCA_018661305.1	92
GB_GCA_018661605.1	12
GB_GCA_018666965.1	286
GB_GCA_018672335.1	4
GB_GCA_018691345.1	121
GB_GCA_018692495.1	3
GB_GCA_018693315.1	8
GB_GCA_018816245.1	6
GB_GCA_018818705.1	89
GB_GCA_018819225.1	8
GB_GCA_018819765.1	52
GB_GCA_018828865.1	198
GB_GCA_018895455.1	138
GB_GCA_018899975.1	245
GB_GCA_018900975.1	335
GB_GCA_018902415.1	134
GB_GCA_018920345.1	28
GB_GCA_019057355.1	521
GB_GCA_019057795.1	87
GB_GCA_019057915.1	480
GB_GCA_019058365.1	58
GB_GCA_019136535.1	245
GB_GCA_900095815.1	1
GB_GCA_902386535.1	68
GB_GCA_902511735.1	57
GB_GCA_902560445.1	38
GB_GCA_902566725.1	37
GB_GCA_902573015.1	46
GB_GCA_902592435.1	32
GB_GCA_902757435.1	251
GB_GCA_902764015.1	158
GB_GCA_902765435.1	250
GB_GCA_902770905.1	149
GB_GCA_902771435.1	101
GB_GCA_902781205.1	85
GB_GCA_902781415.1	95
GB_GCA_902784195.1	18
GB_GCA_902791645.1	160
GB_GCA_902793795.1	307
GB_GCA_902795335.1	117
GB_GCA_903828205.1	11
GB_GCA_903989525.1	399
GB_GCA_904501935.1	181
RS_GCF_000006175.1	1
RS_GCF_000015825.1	1
RS_GCF_000018485.1	1
RS_GCF_000190135.1	47
RS_GCF_000245095.1	1
RS_GCF_000245235.1	1
RS_GCF_000265525.1	1
RS_GCF_000300255.2	1
RS_GCF_000328945.1	15
RS_GCF_000334895.1	58
RS_GCF_000337215.1	121
RS_GCF_000691865.1	306
RS_GCF_000970225.1	1
RS_GCF_000979745.1	228
RS_GCF_000980075.1	196
RS_GCF_001266655.1	1
RS_GCF_001316085.1	74
RS_GCF_001488575.1	4
RS_GCF_001560485.1	18
RS_GCF_001560515.1	6
RS_GCF_002025255.2	4
RS_GCF_002201915.1	1
RS_GCF_002252925.1	175
RS_GCF_002252965.1	175
RS_GCF_002355655.1	3
RS_GCF_002945325.1	1
RS_GCF_003287355.1	69
RS_GCF_003351065.1	33
RS_GCF_003431325.1	1
RS_GCF_003666065.1	136
RS_GCF_003722055.1	10
RS_GCF_003814835.1	7
RS_GCF_003947435.1	182
RS_GCF_004765795.1	39
RS_GCF_004799665.1	1
RS_GCF_008326425.1	1
RS_GCF_008728975.1	5
RS_GCF_009601705.1	1
RS_GCF_009807105.1	71
RS_GCF_011627385.1	12
RS_GCF_013133875.1	443
RS_GCF_013407145.1	1
RS_GCF_014207315.1	20
RS_GCF_014646795.1	12
RS_GCF_014646875.1	56
RS_GCF_017874195.1	20
RS_GCF_017874375.1	5
RS_GCF_017875325.1	2
RS_GCF_017875815.1	13
RS_GCF_018420015.1	120
RS_GCF_018502485.1	1
RS_GCF_900003515.1	174
RS_GCF_900004275.1	139
RS_GCF_900102375.1	28
RS_GCF_900103715.1	11
RS_GCF_900110465.1	66
RS_GCF_900114455.1	20
RS_GCF_900143675.1	10
RS_GCF_900177455.1	9
RS_GCF_902209435.1	43
GB_GCA_000495695.1	129
GB_GCA_000806155.1	19
GB_GCA_000961135.1	374
GB_GCA_001399805.1	96
GB_GCA_001563905.1	35
GB_GCA_001587655.1	87
GB_GCA_001593935.1	81
GB_GCA_001627095.1	104
GB_GCA_001800745.1	144
GB_GCA_001872185.1	45
GB_GCA_001920395.1	62
GB_GCA_002010045.1	130
GB_GCA_002010155.1	103
GB_GCA_002067315.1	219
GB_GCA_002254545.1	32
GB_GCA_002254805.1	33
GB_GCA_002356395.1	1
GB_GCA_002457195.1	66
GB_GCA_002494525.1	16
GB_GCA_002494745.1	40
GB_GCA_002494785.1	72
GB_GCA_002494985.1	215
GB_GCA_002496495.1	42
GB_GCA_002496635.1	321
GB_GCA_002497475.1	180
GB_GCA_002497565.1	187
GB_GCA_002497785.1	60
GB_GCA_002497905.1	140
GB_GCA_002498215.1	251
GB_GCA_002498455.1	161
GB_GCA_002499145.1	102
GB_GCA_002499375.1	30
GB_GCA_002499455.1	422
GB_GCA_002501725.1	134
GB_GCA_002502005.1	477
GB_GCA_002502405.1	60
GB_GCA_002502465.1	27
GB_GCA_002502555.1	123
GB_GCA_002502685.1	79
GB_GCA_002502925.1	105
GB_GCA_002502975.1	99
GB_GCA_002503005.1	139
GB_GCA_002503305.1	54
GB_GCA_002503425.1	174
GB_GCA_002503705.1	111
GB_GCA_002503745.1	42
GB_GCA_002503885.1	167
GB_GCA_002503915.1	40
GB_GCA_002504405.1	16
GB_GCA_002504435.1	113
GB_GCA_002504495.1	308
GB_GCA_002504665.1	128
GB_GCA_002504825.1	95
GB_GCA_002504985.1	17
GB_GCA_002505025.1	134
GB_GCA_002506085.1	83
GB_GCA_002506455.1	121
GB_GCA_002506785.1	121
GB_GCA_002506985.1	182
GB_GCA_002507095.1	203
GB_GCA_002508495.1	196
GB_GCA_002508625.1	46
GB_GCA_002508635.1	401
GB_GCA_002508775.1	307
GB_GCA_002508855.1	187
GB_GCA_002509095.1	47
GB_GCA_002509125.1	257
GB_GCA_002509225.1	85
GB_GCA_002509255.1	111
GB_GCA_002509425.1	144
GB_GCA_002509705.1	176
GB_GCA_002685735.1	65
GB_GCA_002687185.1	119
GB_GCA_002687795.1	39
GB_GCA_002688925.1	20
GB_GCA_002701145.1	88
GB_GCA_002715245.1	45
GB_GCA_002717165.1	26
GB_GCA_002722595.1	51
GB_GCA_002726865.1	85
GB_GCA_002730445.1	109
GB_GCA_002779795.1	34
GB_GCA_002780285.1	45
GB_GCA_002792655.1	43
GB_GCA_002839575.1	217
GB_GCA_002839705.1	30
GB_GCA_003019385.1	90
GB_GCA_003022845.1	223
GB_GCA_003023565.1	65
GB_GCA_003086475.1	47
GB_GCA_003153895.1	194
GB_GCA_003157355.1	189
GB_GCA_003157895.1	289
GB_GCA_003159635.1	153
GB_GCA_003168535.1	123
GB_GCA_003194445.1	241
GB_GCA_003266085.1	70
GB_GCA_003336485.1	207
GB_GCA_003551125.1	59
GB_GCA_003555005.1	136
GB_GCA_003558235.1	99
GB_GCA_003568775.1	9
GB_GCA_003602635.1	163
GB_GCA_003661865.1	285
GB_GCA_003661975.1	207
GB_GCA_003662305.1	174
GB_GCA_003672385.1	282
GB_GCA_003672405.1	360
GB_GCA_003672445.1	460
GB_GCA_003672545.1	382
GB_GCA_003695435.1	71
GB_GCA_004195655.1	38
GB_GCA_004212145.1	46
GB_GCA_004524515.1	264
GB_GCA_005798995.1	31
GB_GCA_005877395.1	360
GB_GCA_005888795.1	276
GB_GCA_005954745.1	4
GB_GCA_006954445.1	33
GB_GCA_007125235.1	114
GB_GCA_007129135.1	400
GB_GCA_008933945.1	95
GB_GCA_009694725.1	10
GB_GCA_009889585.1	332
GB_GCA_009903405.1	127
GB_GCA_011045925.1	99
GB_GCA_011047985.1	113
GB_GCA_011050875.1	116
GB_GCA_011334665.1	157
GB_GCA_011335015.1	32
GB_GCA_011358735.1	21
GB_GCA_011358815.1	231
GB_GCA_011364715.1	114
GB_GCA_011364905.1	103
GB_GCA_011366505.1	135
GB_GCA_011366705.1	11
GB_GCA_011366745.1	115
GB_GCA_011367145.1	115
GB_GCA_011373345.1	186
GB_GCA_011373385.1	54
GB_GCA_011374155.1	299
GB_GCA_011375505.1	59
GB_GCA_011375665.1	215
GB_GCA_011380355.1	91
GB_GCA_011391345.1	212
GB_GCA_011523055.1	60
GB_GCA_011523085.1	116
GB_GCA_012026835.1	116
GB_GCA_012510295.1	451
GB_GCA_012719175.1	16
GB_GCA_012729025.1	74
GB_GCA_012729995.1	626
GB_GCA_012838205.1	69
GB_GCA_012910725.1	182
GB_GCA_012960825.1	169
GB_GCA_012964335.1	67
GB_GCA_012964795.1	89
GB_GCA_013153145.1	47
GB_GCA_013154035.1	88
GB_GCA_013203245.1	149
GB_GCA_013214115.1	166
GB_GCA_013288145.1	145
GB_GCA_013290045.1	183
GB_GCA_013329795.1	71
GB_GCA_013329805.1	46
GB_GCA_013329855.1	317
GB_GCA_013330115.1	250
GB_GCA_013330865.1	106
GB_GCA_013331215.1	406
GB_GCA_013331255.1	335
GB_GCA_013331435.1	222
GB_GCA_013375485.1	457
GB_GCA_013425335.1	55
GB_GCA_013426015.1	2
GB_GCA_014361165.1	159
GB_GCA_014361205.1	170
GB_GCA_014361245.1	105
GB_GCA_014361315.1	22
GB_GCA_014361445.1	91
GB_GCA_014523685.1	258
GB_GCA_014729705.1	405
GB_GCA_014730125.1	489
GB_GCA_015062935.1	56
GB_GCA_015063065.1	109
GB_GCA_015063245.1	13
GB_GCA_015063285.1	35
GB_GCA_015122075.1	36
GB_GCA_015163485.1	12
GB_GCA_015521115.1	59
GB_GCA_015522095.1	117
GB_GCA_015522695.1	34
GB_GCA_015522935.1	97
GB_GCA_015523565.1	233
GB_GCA_015523665.1	267
GB_GCA_015660055.1	94
GB_GCA_015661435.1	23
GB_GCA_015663795.1	211
GB_GCA_015709365.1	12
GB_GCA_016177315.1	167
GB_GCA_016180145.1	109
GB_GCA_016185555.1	139
GB_GCA_016185805.1	58
GB_GCA_016186075.1	173
GB_GCA_016187745.1	11
GB_GCA_016202845.1	137
GB_GCA_016203345.1	125
GB_GCA_016217775.1	128
GB_GCA_016219835.1	128
GB_GCA_016297015.1	62
GB_GCA_016550485.1	338
GB_GCA_016839365.1	93
GB_GCA_016839445.1	190
GB_GCA_016839805.1	50
GB_GCA_016839955.1	816
GB_GCA_016840085.1	89
GB_GCA_016840185.1	329
GB_GCA_016840585.1	156
GB_GCA_016840795.1	290
GB_GCA_016882195.1	41
GB_GCA_016929255.1	60
GB_GCA_016930415.1	22
GB_GCA_016932675.1	165
GB_GCA_016933055.1	36
GB_GCA_016935125.1	102
GB_GCA_017094445.1	2
GB_GCA_017389565.1	285
GB_GCA_017407825.1	191
GB_GCA_017412935.1	306
GB_GCA_017434525.1	173
GB_GCA_017435435.1	139
GB_GCA_017541725.1	165
GB_GCA_017542975.1	249
GB_GCA_017608525.1	93
GB_GCA_017609005.1	151
GB_GCA_017609175.1	6
GB_GCA_017609245.1	81
GB_GCA_017610385.1	18
GB_GCA_017622775.1	257
GB_GCA_017883525.1	57
GB_GCA_018220985.1	24
GB_GCA_018221285.1	43
GB_GCA_018238825.1	455
GB_GCA_018238965.1	374
GB_GCA_018263005.1	21
GB_GCA_018263505.1	68
GB_GCA_018302725.1	55
GB_GCA_018303185.1	78
GB_GCA_018303645.1	96
GB_GCA_018303685.1	83
GB_GCA_018303805.1	2
GB_GCA_018304985.1	45
GB_GCA_018334835.1	121
GB_GCA_018335115.1	134
GB_GCA_018396695.1	148
GB_GCA_018432985.1	169
GB_GCA_018433205.1	105
GB_GCA_018434005.1	67
GB_GCA_018610025.1	196
GB_GCA_018648095.1	10
GB_GCA_018654845.1	37
GB_GCA_018655135.1	139
GB_GCA_018656325.1	10
GB_GCA_018656625.1	121
GB_GCA_018667715.1	139
GB_GCA_018669175.1	10
GB_GCA_018670185.1	40
GB_GCA_018671035.1	122
GB_GCA_018671245.1	15
GB_GCA_018673655.1	104
GB_GCA_018675975.1	3
GB_GCA_018692655.1	164
GB_GCA_018693795.1	53
GB_GCA_018697095.1	4
GB_GCA_018697875.1	99
GB_GCA_018812355.1	213
GB_GCA_018817265.1	40
GB_GCA_018829425.1	115
GB_GCA_018829845.1	90
GB_GCA_018895095.1	91
GB_GCA_018896675.1	147
GB_GCA_019246625.1	461
GB_GCA_900313195.1	295
GB_GCA_900313645.1	192
GB_GCA_900315215.1	26
GB_GCA_900316635.1	105
GB_GCA_900318035.1	57
GB_GCA_900321995.1	272
GB_GCA_902158745.1	271
GB_GCA_902384525.1	130
GB_GCA_902384675.1	76
GB_GCA_902384935.1	23
GB_GCA_902385225.1	42
GB_GCA_902385255.1	13
GB_GCA_902385765.1	98
GB_GCA_902511005.1	35
GB_GCA_902567315.1	51
GB_GCA_902573085.1	55
GB_GCA_902591065.1	49
GB_GCA_902625265.1	43
GB_GCA_902756745.1	89
GB_GCA_902760885.1	121
GB_GCA_902762445.1	174
GB_GCA_902767825.1	214
GB_GCA_902768765.1	339
GB_GCA_902770085.1	210
GB_GCA_902786715.1	103
GB_GCA_902788375.1	381
GB_GCA_902788475.1	84
GB_GCA_902798395.1	154
GB_GCA_902803895.1	153
GB_GCA_902812495.1	64
GB_GCA_902826075.1	257
GB_GCA_903856865.1	14
GB_GCA_903887875.1	437
GB_GCA_903890175.1	662
GB_GCA_903891505.1	101
GB_GCA_903916535.1	292
GB_GCA_903921935.1	477
GB_GCA_905171685.1	1
GB_GCA_905612295.1	61
RS_GCF_000011105.1	1
RS_GCF_000016525.1	1
RS_GCF_000017165.1	1
RS_GCF_000152265.2	1
RS_GCF_000187225.1	32
RS_GCF_000189975.1	40
RS_GCF_000204415.1	2
RS_GCF_000253055.1	1
RS_GCF_000336955.1	36
RS_GCF_000337035.1	69
RS_GCF_000337375.1	41
RS_GCF_000337575.1	48
RS_GCF_000337635.1	134
RS_GCF_000337735.1	63
RS_GCF_000337795.1	21
RS_GCF_000337835.1	29
RS_GCF_000337855.1	56
RS_GCF_000337875.1	66
RS_GCF_000427685.1	10
RS_GCF_000591055.1	1
RS_GCF_000711215.1	12
RS_GCF_000784335.1	83
RS_GCF_000970145.1	1
RS_GCF_000979685.1	181
RS_GCF_000979755.1	214
RS_GCF_000979815.1	159
RS_GCF_001266735.1	1
RS_GCF_001482285.1	58
RS_GCF_001559975.1	8
RS_GCF_001560675.1	7
RS_GCF_001592435.1	2
RS_GCF_001639285.1	169
RS_GCF_001729285.1	70
RS_GCF_001729375.1	390
RS_GCF_002197185.1	1
RS_GCF_002214365.1	1
RS_GCF_002215565.1	1
RS_GCF_002252745.1	45
RS_GCF_002252985.1	156
RS_GCF_002287235.1	559
RS_GCF_002813085.1	1
RS_GCF_003382685.1	97
RS_GCF_003781945.1	24
RS_GCF_003852155.1	1
RS_GCF_003990725.2	2
RS_GCF_004803735.1	2
RS_GCF_004916935.1	20
RS_GCF_009741975.1	209
RS_GCF_012027305.1	53
RS_GCF_012027555.1	25
RS_GCF_012027615.1	48
RS_GCF_012222305.1	1
RS_GCF_013267195.1	3
RS_GCF_013761105.1	8
RS_GCF_013761165.1	7
RS_GCF_014202515.1	37
RS_GCF_016907005.1	9
RS_GCF_018420065.1	116
RS_GCF_900106715.1	56
RS_GCF_900112205.1	32
RS_GCF_900156475.1	63
RS_GCF_904067545.1	1
GB_GCA_000405245.1	15
GB_GCA_000405905.1	43
GB_GCA_000484975.1	40
GB_GCA_001399795.1	58
GB_GCA_001402855.1	10
GB_GCA_001512375.1	503
GB_GCA_001512965.1	80
GB_GCA_001516665.1	334
GB_GCA_001516705.1	365
GB_GCA_001563995.1	54
GB_GCA_001587695.1	76
GB_GCA_001629155.1	178
GB_GCA_001717025.1	87
GB_GCA_001723855.1	170
GB_GCA_001872795.1	38
GB_GCA_001873845.1	261
GB_GCA_001914405.1	4
GB_GCA_001917965.1	82
GB_GCA_001920575.1	43
GB_GCA_002067565.1	347
GB_GCA_002254765.1	111
GB_GCA_002412065.1	44
GB_GCA_002494485.1	231
GB_GCA_002494845.1	63
GB_GCA_002494945.1	216
GB_GCA_002495385.1	142
GB_GCA_002495665.1	253
GB_GCA_002496085.1	292
GB_GCA_002496345.1	134
GB_GCA_002496825.1	28
GB_GCA_002497105.1	155
GB_GCA_002497125.1	125
GB_GCA_002497295.1	62
GB_GCA_002497365.1	130
GB_GCA_002497395.1	32
GB_GCA_002497985.1	123
GB_GCA_002498135.1	246
GB_GCA_002498265.1	251
GB_GCA_002498945.1	166
GB_GCA_002499285.1	80
GB_GCA_002499505.1	52
GB_GCA_002499585.1	62
GB_GCA_002499745.1	66
GB_GCA_002501915.1	108
GB_GCA_002501975.1	83
GB_GCA_002502135.1	27
GB_GCA_002502325.1	108
GB_GCA_002503365.1	272
GB_GCA_002503845.1	28
GB_GCA_002504745.1	140
GB_GCA_002506325.1	55
GB_GCA_002506415.1	195
GB_GCA_002506495.1	144
GB_GCA_002506515.1	189
GB_GCA_002506535.1	30
GB_GCA_002508675.1	322
GB_GCA_002508765.1	266
GB_GCA_002685895.1	103
GB_GCA_002687075.1	73
GB_GCA_002689985.1	30
GB_GCA_002693905.2	49
GB_GCA_002693925.2	89
GB_GCA_002699665.1	52
GB_GCA_002700955.2	35
GB_GCA_002701025.1	67
GB_GCA_002706065.1	45
GB_GCA_002708385.1	45
GB_GCA_002713325.1	53
GB_GCA_002713925.1	41
GB_GCA_002719475.1	53
GB_GCA_002722695.1	50
GB_GCA_002727695.1	117
GB_GCA_002729095.1	95
GB_GCA_002762795.1	41
GB_GCA_002763225.1	126
GB_GCA_002780105.1	111
GB_GCA_003021785.1	19
GB_GCA_003022045.1	281
GB_GCA_003023195.1	60
GB_GCA_003138595.1	285
GB_GCA_003151735.1	130
GB_GCA_003155875.1	121
GB_GCA_003164755.1	130
GB_GCA_003164775.1	167
GB_GCA_003166275.1	133
GB_GCA_003170635.1	307
GB_GCA_003344645.1	52
GB_GCA_003550375.1	280
GB_GCA_003551725.1	462
GB_GCA_003552265.1	189
GB_GCA_003555395.1	193
GB_GCA_003560545.1	113
GB_GCA_003563585.1	112
GB_GCA_003601535.1	263
GB_GCA_003601665.1	99
GB_GCA_003602595.1	136
GB_GCA_003650925.1	81
GB_GCA_003650975.1	313
GB_GCA_003651105.1	122
GB_GCA_003661365.1	255
GB_GCA_003662625.1	159
GB_GCA_003662715.1	513
GB_GCA_003670115.1	8
GB_GCA_003672825.1	354
GB_GCA_003672915.1	464
GB_GCA_003702545.1	96
GB_GCA_003724235.1	93
GB_GCA_003838065.1	232
GB_GCA_003857025.1	379
GB_GCA_004195715.1	42
GB_GCA_004212135.1	183
GB_GCA_004376265.1	393
GB_GCA_004524435.1	281
GB_GCA_004524595.1	219
GB_GCA_004525545.1	158
GB_GCA_005240025.1	238
GB_GCA_005878325.1	263
GB_GCA_005878415.1	343
GB_GCA_005879105.1	131
GB_GCA_005888735.1	90
GB_GCA_005888745.1	94
GB_GCA_007119345.1	292
GB_GCA_007123105.1	122
GB_GCA_007570915.1	217
GB_GCA_008080855.1	60
GB_GCA_008081315.1	229
GB_GCA_009694705.1	61
GB_GCA_009712615.1	517
GB_GCA_009776805.1	173
GB_GCA_009780575.1	64
GB_GCA_009904015.1	37
GB_GCA_009904025.1	123
GB_GCA_009904115.1	176
GB_GCA_009995015.1	279
GB_GCA_010030345.1	157
GB_GCA_010030415.1	148
GB_GCA_011056815.1	307
GB_GCA_011333475.1	364
GB_GCA_011334735.1	144
GB_GCA_011334955.1	71
GB_GCA_011335055.1	110
GB_GCA_011358475.1	140
GB_GCA_011361755.1	82
GB_GCA_011362025.1	110
GB_GCA_011364615.1	137
GB_GCA_011366535.1	106
GB_GCA_011366665.1	200
GB_GCA_011367245.1	163
GB_GCA_011369685.1	126
GB_GCA_011375895.1	173
GB_GCA_011388725.1	213
GB_GCA_011391755.1	347
GB_GCA_011772925.1	174
GB_GCA_011773475.1	204
GB_GCA_012329085.1	385
GB_GCA_012521495.1	193
GB_GCA_012840205.1	41
GB_GCA_012928565.1	39
GB_GCA_013153555.1	89
GB_GCA_013177915.1	3
GB_GCA_013201385.1	218
GB_GCA_013215525.1	176
GB_GCA_013329335.1	262
GB_GCA_013329535.1	298
GB_GCA_013329775.1	11
GB_GCA_013329955.1	195
GB_GCA_013330655.1	297
GB_GCA_013331575.1	101
GB_GCA_013331615.1	108
GB_GCA_013415665.1	176
GB_GCA_013521055.1	37
GB_GCA_013572355.1	243
GB_GCA_013824915.1	57
GB_GCA_014237135.1	124
GB_GCA_014237145.1	118
GB_GCA_014361425.1	56
GB_GCA_014384145.1	155
GB_GCA_014729915.1	186
GB_GCA_014730055.1	315
GB_GCA_014874295.1	42
GB_GCA_015062815.1	197
GB_GCA_015520195.1	133
GB_GCA_015520845.1	124
GB_GCA_015520865.1	115
GB_GCA_015521065.1	170
GB_GCA_015521605.1	42
GB_GCA_015521665.1	19
GB_GCA_015521945.1	188
GB_GCA_015522395.1	261
GB_GCA_015522635.1	27
GB_GCA_015659615.1	44
GB_GCA_015659805.1	88
GB_GCA_015661515.1	77
GB_GCA_016180195.1	31
GB_GCA_016180385.1	152
GB_GCA_016184315.1	36
GB_GCA_016185865.1	111
GB_GCA_016187335.1	2
GB_GCA_016187365.1	83
GB_GCA_016196285.1	72
GB_GCA_016201515.1	55
GB_GCA_016203135.1	92
GB_GCA_016212525.1	10
GB_GCA_016214445.1	151
GB_GCA_016291275.1	219
GB_GCA_016699325.1	1
GB_GCA_016699555.1	1
GB_GCA_016784625.1	78
GB_GCA_016806715.1	1
GB_GCA_016839845.1	548
GB_GCA_016839875.1	418
GB_GCA_016840515.1	124
GB_GCA_016840825.1	373
GB_GCA_016866915.1	65
GB_GCA_016927895.1	119
GB_GCA_016934355.1	230
GB_GCA_017412185.1	18
GB_GCA_017412625.1	128
GB_GCA_017508945.1	144
GB_GCA_017519045.1	86
GB_GCA_017601225.1	58
GB_GCA_017608045.1	21
GB_GCA_017608625.1	14
GB_GCA_017608955.1	75
GB_GCA_017609105.1	50
GB_GCA_017609465.1	37
GB_GCA_017609535.1	58
GB_GCA_017609625.1	70
GB_GCA_017609795.1	83
GB_GCA_017610265.1	95
GB_GCA_017652595.1	349
GB_GCA_017855915.1	113
GB_GCA_017883565.1	269
GB_GCA_018052825.1	79
GB_GCA_018221045.1	31
GB_GCA_018238805.1	541
GB_GCA_018302135.1	29
GB_GCA_018302915.1	35
GB_GCA_018303075.1	46
GB_GCA_018303405.1	25
GB_GCA_018304165.1	44
GB_GCA_018304565.1	68
GB_GCA_018304635.1	52
GB_GCA_018396615.1	197
GB_GCA_018396975.1	81
GB_GCA_018609725.1	161
GB_GCA_018645535.1	299
GB_GCA_018651215.1	258
GB_GCA_018653485.1	6
GB_GCA_018656525.1	29
GB_GCA_018657985.1	22
GB_GCA_018658585.1	96
GB_GCA_018658845.1	6
GB_GCA_018661765.1	55
GB_GCA_018672255.1	22
GB_GCA_018676015.1	107
GB_GCA_018680225.1	160
GB_GCA_018693555.1	54
GB_GCA_018694115.1	16
GB_GCA_018697815.1	28
GB_GCA_018698115.1	87
GB_GCA_018812845.1	132
GB_GCA_018813445.1	186
GB_GCA_018813505.1	95
GB_GCA_018813725.1	198
GB_GCA_018819065.1	93
GB_GCA_018825865.1	110
GB_GCA_018829485.1	102
GB_GCA_018896055.1	193
GB_GCA_018899795.1	455
GB_GCA_018992705.1	131
GB_GCA_019057635.1	214
GB_GCA_900314615.1	60
GB_GCA_900315655.1	165
GB_GCA_900320515.1	70
GB_GCA_900769095.1	293
GB_GCA_902384685.1	142
GB_GCA_902385635.1	9
GB_GCA_902608175.1	47
GB_GCA_902634315.1	54
GB_GCA_902757195.1	142
GB_GCA_902757685.1	295
GB_GCA_902758195.1	192
GB_GCA_902763935.1	347
GB_GCA_902770715.1	87
GB_GCA_902776105.1	171
GB_GCA_902782945.1	106
GB_GCA_902798025.1	174
GB_GCA_903834305.1	418
GB_GCA_903856155.1	150
GB_GCA_903900025.1	103
GB_GCA_903903845.1	564
GB_GCA_903914545.1	35
GB_GCA_905067555.1	84
GB_GCA_905235195.1	107
GB_GCA_905478305.1	115
GB_GCA_905478385.1	71
RS_GCF_000006805.1	3
RS_GCF_000007305.1	1
RS_GCF_000011085.1	9
RS_GCF_000025665.1	1
RS_GCF_000025685.1	5
RS_GCF_000069025.1	5
RS_GCF_000092185.1	1
RS_GCF_000151245.1	24
RS_GCF_000179575.2	2
RS_GCF_000189815.1	54
RS_GCF_000196895.1	7
RS_GCF_000217715.1	4
RS_GCF_000226975.2	3
RS_GCF_000296615.1	16
RS_GCF_000337395.1	63
RS_GCF_000337415.1	93
RS_GCF_000337535.1	66
RS_GCF_000337755.1	133
RS_GCF_000430905.1	34
RS_GCF_000504205.1	1
RS_GCF_000744315.1	1
RS_GCF_000970305.1	1
RS_GCF_000979015.1	182
RS_GCF_000979295.1	172
RS_GCF_000979585.1	171
RS_GCF_000979635.1	170
RS_GCF_000980055.1	184
RS_GCF_001315945.1	52
RS_GCF_001316225.1	108
RS_GCF_001559985.1	9
RS_GCF_001560275.1	8
RS_GCF_001560315.1	20
RS_GCF_001560355.1	16
RS_GCF_001560385.1	18
RS_GCF_001560435.1	18
RS_GCF_001560635.1	5
RS_GCF_001602375.1	15
RS_GCF_002201895.1	1
RS_GCF_002214465.1	1
RS_GCF_002252835.1	125
RS_GCF_002494345.1	3
RS_GCF_003111605.1	12
RS_GCF_003173335.1	89
RS_GCF_003383085.1	50
RS_GCF_003665885.1	129
RS_GCF_003721175.2	6
RS_GCF_003730195.1	28
RS_GCF_003967175.1	1
RS_GCF_004114995.1	94
RS_GCF_004143485.2	55
RS_GCF_005435165.1	200
RS_GCF_006274605.1	2
RS_GCF_007004735.1	12
RS_GCF_007826885.1	27
RS_GCF_007833275.1	2
RS_GCF_008000775.1	1
RS_GCF_008806895.1	5
RS_GCF_009674585.1	6
RS_GCF_009729545.1	4
RS_GCF_009831575.1	10
RS_GCF_011627345.1	25
RS_GCF_011734195.1	5
RS_GCF_012027325.1	54
RS_GCF_013388255.1	1
RS_GCF_013391105.1	1
RS_GCF_013407385.1	1
RS_GCF_014078525.1	13
RS_GCF_014647095.1	38
RS_GCF_017873335.1	7
RS_GCF_017873855.1	2
RS_GCF_018228765.1	1
RS_GCF_019061235.1	5
RS_GCF_900003565.1	147
RS_GCF_900012635.1	1
RS_GCF_900109695.1	28
RS_GCF_900176435.1	6
RS_GCF_902383895.1	26
