pairid	anim_ani	inv_events	syn2b_junctions	dnadiff_inverted_fraction	syn2b_inv	max_contigs	phylum	species_pair	dataset
GCF_000972245.3__GCF_002237735.1	99.79	8.0	3.0	0.4591846285500348	0.49408	32	Firmicutes	Bacillus_I filamentosa vs Bacillus_I filamentosa	high_ani
GCF_000163595.1__GCF_016404565.1	99.72	8.0	10.0	0.355385596226383	0.36051	91	Proteobacteria	Serratia_F odorifera vs Serratia_F odorifera	high_ani
GCF_000518005.1__GCF_001955625.1	99.62	8.0	7.0	0.6664462436392492	0.6812	47	Firmicutes	Viridibacillus arenosi vs Viridibacillus arenosi	high_ani
GCA_004213395.1__GCA_902572725.1	99.5	8.0	4.0	0.4911762561664142	0.48951	83	Proteobacteria	UBA4421 sp002470275 vs UBA4421 sp002470275	high_ani
GCF_004120665.1__GCF_016406205.1	99.44	8.0	11.0	0.252025644915874	0.25743	30	Proteobacteria	Providencia rettgeri_A vs Providencia rettgeri_A	high_ani
GCF_000621365.1__GCF_004766445.2	99.42	8.0	4.0	0.4670719573743904	0.46626	65	Proteobacteria	Legionella_B geestiana vs Legionella_B geestiana	high_ani
GCF_003855255.1__GCF_017052695.1	99.34	8.0	11.0	0.4171363348534772	0.40418	20	Actinobacteriota	Mycobacterium septicum vs Mycobacterium septicum	high_ani
GCF_001755835.1__GCF_902832905.1	99.24	8.0	39.0	0.5804891856171884	0.58033	150	Proteobacteria	Burkholderia plantarii vs Burkholderia plantarii	high_ani
GCF_001637525.1__GCF_018729275.1	99.17	8.0	5.0	0.2767124336635518	0.28174	5	Firmicutes	Bacillus halotolerans vs Bacillus halotolerans	high_ani
GCF_000750195.1__GCF_007827205.1	99.16	8.0	2.0	0.9991995492838044	1.0	1	Bacteroidota	Cellulophaga lytica vs Cellulophaga lytica	high_ani
GCA_018374675.1__GCF_900169665.1	99.15	8.0	3.0	0.5056777256586489	0.51127	405	Firmicutes_A	Anaeromassilibacillus sp001305115 vs Anaeromassilibacillus sp001305115	high_ani
GCF_000261705.1__GCF_009176665.1	99.07	8.0	13.0	0.4443793147870728	0.44184	612	Proteobacteria	Bradyrhizobium ottawaense vs Bradyrhizobium ottawaense	high_ani
GCF_000342325.1__GCF_013085885.1	99.01	8.0	15.0	0.4320999293483397	0.42689	31	Proteobacteria	Citrobacter freundii vs Citrobacter freundii	high_ani
GCF_000750195.1__GCF_001941605.1	98.93	8.0	3.0	0.0001705538252238	0.0	1	Bacteroidota	Cellulophaga lytica vs Cellulophaga lytica	high_ani
GCF_002252925.1__GCF_002252965.1	98.91	8.0	7.0	0.3560455369506385	0.379	175	Halobacteriota	Halorubrum sp002252755 vs Halorubrum sp002252755	high_ani
GCF_000493735.1__GCF_014518445.1	98.78	8.0	6.0	0.433521182092808	0.41272	38	Firmicutes	Carnobacterium_A inhibens vs Carnobacterium_A inhibens	high_ani
GCF_001026985.1__GCF_004959795.1	98.73	8.0	1.0	0.4247510909721052	0.40701	32	Proteobacteria	Pragia fontium vs Pragia fontium	high_ani
GCF_003797085.1__GCF_013277795.1	98.68	8.0	18.0	0.4243351822236719	0.41936	40	Actinobacteriota	Rhodococcus globerulus vs Rhodococcus globerulus	high_ani
GCF_003475245.1__GCF_004167745.1	98.63	8.0	23.0	0.5938039191853051	0.59278	95	Bacteroidota	Bacteroides intestinalis vs Bacteroides intestinalis	high_ani
GCF_002160465.1__GCF_015550635.1	98.62	8.0	8.0	0.5632100004405238	0.54685	105	Firmicutes_A	Anaerotruncus colihominis vs Anaerotruncus colihominis	high_ani
GCA_014846275.1__GCA_900759975.1	98.58	8.0	1.0	0.5894088048474565	0.5962	61	Firmicutes	Scybalousia sp900542735 vs Scybalousia sp900542735	high_ani
GCF_001556235.1__GCF_003815635.1	98.54	8.0	4.0	0.4472906137903174	0.44798	383	Bacteroidota	Chryseobacterium shandongense vs Chryseobacterium shandongense	high_ani
GCF_001636145.1__GCF_009295865.1	98.54	8.0	12.0	0.3996268157740122	0.38743	417	Firmicutes	Schleiferilactobacillus harbinensis vs Schleiferilactobacillus harbinensis	high_ani
GCA_000508445.1__GCA_900066685.1	98.53	8.0	4.0	0.6285433020003824	0.64208	480	Firmicutes_A	Intestinibacter bartlettii vs Intestinibacter bartlettii	high_ani
GCA_014868985.1__GCA_018367795.1	98.5	8.0	8.0	0.6063591419423436	0.60479	68	Firmicutes_A	Faecalibacterium prausnitzii_D vs Faecalibacterium prausnitzii_D	high_ani
GCF_003208415.1__GCF_017848355.1	98.43	8.0	6.0	0.4930900880606804	0.50183	77	Proteobacteria	Pantoea endophytica vs Pantoea endophytica	high_ani
GCF_000186145.1__GCF_019037115.1	98.36	8.0	9.0	0.7492366154271575	0.737	114	Firmicutes	Cytobacillus oceanisediminis_B vs Cytobacillus oceanisediminis_B	high_ani
GCF_004303945.1__GCF_004304385.1	98.35	8.0	20.0	0.1503912418666282	0.15021	31	Proteobacteria	Rhizobium leguminosarum_E vs Rhizobium leguminosarum_E	high_ani
GCF_002799025.1__GCF_900116025.1	98.34	8.0	4.0	0.928573451382113	0.93356	19	Proteobacteria	Stenotrophomonas indicatrix vs Stenotrophomonas indicatrix	high_ani
GCA_910573765.1__GCF_014192485.1	98.33	8.0	11.0	0.5984400248823807	0.61925	14	Actinobacteriota	Parvibacter caecicola vs Parvibacter caecicola	high_ani
GCA_910576135.1__GCF_014192485.1	98.33	8.0	9.0	0.4804336643141805	0.49756	12	Actinobacteriota	Parvibacter caecicola vs Parvibacter caecicola	high_ani
GCF_002736285.1__GCF_900660505.1	98.2	8.0	16.0	0.0148961889893755	0.00878	1	Firmicutes	Mesomycoplasma dispar vs Mesomycoplasma dispar	high_ani
GCA_902784495.1__GCA_902798945.1	98.15	8.0	4.0	0.5670882571379603	0.56369	209	Bacteroidota	Cryptobacteroides sp900321655 vs Cryptobacteroides sp900321655	high_ani
GCF_003789135.1__GCF_015099135.1	98.06	8.0	4.0	0.6267482960288974	0.64325	227	Proteobacteria	Kluyvera ascorbata vs Kluyvera ascorbata	high_ani
GCA_900551685.1__GCA_905212685.1	98.04	8.0	6.0	0.577879542840614	0.59189	130	Bacteroidota	Prevotella sp000436595 vs Prevotella sp000436595	high_ani
GCA_004006215.1__GCF_008801725.1	98.01	8.0	0.0	0.7621256683657163	0.75548	22	Proteobacteria	Kerstersia gyiorum vs Kerstersia gyiorum	high_ani
GCF_000377165.1__GCF_000701285.1	97.89	8.0	22.0	0.5715963431570464	0.57942	88	Actinobacteriota	Streptomyces sp002797655 vs Streptomyces sp002797655	high_ani
GCF_001476855.1__GCF_005250605.1	97.89	8.0	7.0	0.5660030726255257	0.57828	232	Proteobacteria	Pseudomonas_B rhizoryzae vs Pseudomonas_B rhizoryzae	high_ani
GCA_900538625.1__GCA_905210015.1	97.88	8.0	0.0	0.45441009672674	0.47208	28	Firmicutes_A	Coprococcus sp000433075 vs Coprococcus sp000433075	high_ani
GCA_015228835.1__GCA_015231655.1	97.86	8.0	8.0	0.4773991008340437	0.4885	456	Desulfobacterota	Desulfamplus sp015232465 vs Desulfamplus sp015232465	high_ani
GCF_007676615.1__GCF_007676685.1	97.81	8.0	9.0	0.447435059803029	0.45319	165	Firmicutes	Paenibacillus polysaccharolyticus vs Paenibacillus polysaccharolyticus	high_ani
GCF_000381685.1__GCF_012396345.1	97.8	8.0	18.0	0.5129552252200364	0.50254	215	Actinobacteriota	Nocardiopsis dassonvillei vs Nocardiopsis dassonvillei	high_ani
GCA_017634735.1__GCA_902785505.1	97.73	8.0	0.0	0.4937293420658917	0.48406	98	Bacteroidota	Cryptobacteroides sp902801885 vs Cryptobacteroides sp902801885	high_ani
GCA_017850955.1__GCA_900545695.1	97.73	8.0	0.0	0.556468796552458	0.57159	463	Firmicutes_A	UBA3402 sp003478355 vs UBA3402 sp003478355	high_ani
GCA_016280495.1__GCA_905234115.1	97.73	8.0	7.0	0.4320586014934929	0.41489	485	Bacteroidota	Prevotella sp905236755 vs Prevotella sp905236755	high_ani
GCA_002373475.1__GCA_002396275.1	97.71	8.0	5.0	0.5145214131342836	0.49272	144	Firmicutes_A	RUG191 sp002373675 vs RUG191 sp002373675	high_ani
GCF_001278535.1__GCF_001988975.1	97.69	8.0	54.0	0.2151270846413231	0.20883	94	Proteobacteria	Caballeronia cordobensis vs Caballeronia cordobensis	high_ani
GCA_002689785.1__GCA_003211155.1	97.65	8.0	4.0	0.6180480908095312	0.62945	94	Cyanobacteria	Prochlorococcus_B marinus_B vs Prochlorococcus_B marinus_B	high_ani
GCA_015260075.1__GCA_015260255.1	97.54	8.0	8.0	0.5793839998053493	0.57633	288	Bacteroidota	Prevotella sp000257925 vs Prevotella sp000257925	high_ani
GCF_001656335.1__GCF_900453075.1	97.48	8.0	4.0	0.3398108401122779	0.3117	45	Proteobacteria	Moraxella catarrhalis_C vs Moraxella catarrhalis_C	high_ani
GCF_002442575.1__GCF_014651795.1	97.44	8.0	7.0	0.6734994315332479	0.65626	41	Proteobacteria	Halomonas hamiltonii vs Halomonas hamiltonii	high_ani
GCA_905372455.1__GCF_900167385.1	97.34	8.0	39.0	0.5522394326687191	0.55742	142	Bacteroidota	Prevotella oulorum vs Prevotella oulorum	high_ani
GCA_017471305.1__GCA_017627155.1	97.31	8.0	6.0	0.4975540036231287	0.49639	345	Bacteroidota	Cryptobacteroides sp017477245 vs Cryptobacteroides sp017477245	high_ani
GCF_000529675.1__GCF_004011905.1	97.19	8.0	10.0	0.5304781253341448	0.52255	434	Actinobacteriota	Gordonia alkanivorans vs Gordonia alkanivorans	high_ani
GCF_001663585.1__GCF_007858415.1	97.1	8.0	14.0	0.7772349370807192	0.76591	75	Firmicutes	Paenibacillus ottowii vs Paenibacillus ottowii	high_ani
GCF_000404105.1__GCF_017897245.1	97.09	8.0	23.0	0.4838632792133658	0.47896	97	Proteobacteria	Dickeya oryzae vs Dickeya oryzae	high_ani
GCF_001905025.1__GCF_018555775.1	97.08	8.0	38.0	0.5244773631921297	0.5304	731	Actinobacteriota	Streptomyces goshikiensis vs Streptomyces goshikiensis	high_ani
GCF_013034525.1__GCF_013110875.1	97.07	8.0	41.0	0.5812212352864583	0.57583	28	Proteobacteria	Ruegeria sp013112245 vs Ruegeria sp013112245	high_ani
GCA_905208915.1__GCF_003428235.1	97.07	8.0	14.0	0.5431756885090219	0.53906	327	Actinobacteriota	Adlercreutzia equolifaciens vs Adlercreutzia equolifaciens	high_ani
GCF_003206515.1__GCF_014647995.1	99.86	7.0	1.0	0.5844961300742023	0.59417	63	Deinococcota	Deinococcus actinosclerus vs Deinococcus actinosclerus	high_ani
GCA_012964395.1__GCA_015664595.1	99.69	7.0	4.0	0.4995680232230715	0.50064	347	Planctomycetota	GCA-002718515 sp012965315 vs GCA-002718515 sp012965315	high_ani
GCA_012966235.1__GCA_015663465.1	99.56	7.0	0.0	0.4871477729156168	0.47623	315	Marinisomatota	UBA2125 sp002311275 vs UBA2125 sp002311275	high_ani
GCA_012964315.1__GCA_015663335.1	99.54	7.0	2.0	0.5123614005090514	0.49394	247	Thermoplasmatota	UBA60 sp002503395 vs UBA60 sp002503395	high_ani
GCF_001280945.1__GCF_008370335.1	99.45	7.0	18.0	0.5833146563922305	0.59159	262	Proteobacteria	Photorhabdus heterorhabditis vs Photorhabdus heterorhabditis	high_ani
GCA_000435895.1__GCF_015097275.1	99.4	7.0	9.0	0.6868504613909862	0.69012	266	Bacteroidota	Coprobacter secundus vs Coprobacter secundus	high_ani
GCA_002338485.1__GCA_902572725.1	99.4	7.0	3.0	0.4996811235850972	0.51784	404	Proteobacteria	UBA4421 sp002470275 vs UBA4421 sp002470275	high_ani
GCF_003358435.1__GCF_014331035.1	99.35	7.0	3.0	0.5927055961626146	0.59366	223	Proteobacteria	Escherichia marmotae vs Escherichia marmotae	high_ani
GCF_000485945.1__GCF_001063355.1	99.25	7.0	1.0	0.5270495912984935	0.53421	377	Proteobacteria	Franconibacter helveticus vs Franconibacter helveticus	high_ani
GCF_008802135.1__GCF_902832755.1	99.2	7.0	12.0	0.5181265250975499	0.52968	291	Proteobacteria	Burkholderia latens vs Burkholderia latens	high_ani
GCF_000472845.1__GCF_902833725.1	99.18	7.0	39.0	0.3603835716997184	0.34582	270	Proteobacteria	Paraburkholderia mimosarum vs Paraburkholderia mimosarum	high_ani
GCF_001856025.1__GCF_019036895.1	99.12	7.0	18.0	0.4601701713702283	0.45951	79	Firmicutes	Cytobacillus oceanisediminis_B vs Cytobacillus oceanisediminis_B	high_ani
GCF_010548115.1__GCF_018310575.1	99.04	7.0	10.0	0.5194095939983632	0.52266	812	Actinobacteriota	Streptomyces sp000772045 vs Streptomyces sp000772045	high_ani
GCA_019042235.1__GCA_900066755.1	98.93	7.0	11.0	0.5656805317047583	0.56475	173	Firmicutes_A	GCA-900066755 sp900066755 vs GCA-900066755 sp900066755	high_ani
GCF_000597945.1__GCF_902170435.1	98.92	7.0	5.0	0.4695613202560091	0.4686	134	Proteobacteria	Yersinia hibernica vs Yersinia hibernica	high_ani
GCA_018375635.1__GCF_003477535.1	98.89	7.0	4.0	0.4341671801858415	0.43886	248	Firmicutes_A	Eubacterium maltosivorans vs Eubacterium maltosivorans	high_ani
GCF_000282675.1__GCF_013450275.1	98.79	7.0	16.0	0.5473078354785436	0.55071	102	Proteobacteria	Pantoea sp001187905 vs Pantoea sp001187905	high_ani
GCF_008016805.1__GCF_009862035.1	98.78	7.0	12.0	0.4860054940043808	0.48004	100	Actinobacteriota	Streptomyces sp003259585 vs Streptomyces sp003259585	high_ani
GCF_001427925.1__GCF_001429525.1	98.77	7.0	14.0	0.2704659637790755	0.24784	77	Actinobacteriota	Nocardioides sp001426745 vs Nocardioides sp001426745	high_ani
GCF_002412145.1__GCF_003594765.1	98.66	7.0	14.0	0.446723490785779	0.43288	83	Firmicutes	Brevibacillus_B halotolerans vs Brevibacillus_B halotolerans	high_ani
GCA_900548035.1__GCA_905207335.1	98.54	7.0	6.0	0.4061727776030421	0.40609	15	Cyanobacteria	Limenecus avicola vs Limenecus avicola	high_ani
GCA_001188635.1__GCA_905205815.1	98.48	7.0	9.0	0.6129675532377857	0.60849	67	Firmicutes	Companilactobacillus pabuli vs Companilactobacillus pabuli	high_ani
GCA_017389045.1__GCA_017444765.1	98.39	7.0	6.0	0.4561936842920389	0.45584	113	Bacteroidota	Cryptobacteroides sp900316675 vs Cryptobacteroides sp900316675	high_ani
GCA_014841995.1__GCA_014842315.1	98.35	7.0	6.0	0.5209567503105651	0.52077	35	Proteobacteria	Massilia sp014841595 vs Massilia sp014841595	high_ani
GCF_014269235.1__GCF_900177505.1	98.08	7.0	42.0	0.5135749731805057	0.51533	90	Proteobacteria	Pseudomonas_E putida_M vs Pseudomonas_E putida_M	high_ani
GCF_000967825.1__GCF_015390265.1	98.07	7.0	17.0	0.4601032203629182	0.47073	39	Proteobacteria	Paracoccus marcusii vs Paracoccus marcusii	high_ani
GCA_900319555.1__GCA_902756015.1	98.03	7.0	0.0	0.5196186536515384	0.51445	296	Bacteroidota	UBA3839 sp900321835 vs UBA3839 sp900321835	high_ani
GCA_002295765.1__GCF_900457115.1	98.01	7.0	19.0	0.433098717172184	0.44583	44	Bacteroidota	Sphingobacterium multivorum vs Sphingobacterium multivorum	high_ani
GCF_001643095.1__GCF_009193375.1	97.92	7.0	17.0	0.3558839424611593	0.34875	130	Proteobacteria	Methylobacterium thiocyanatum vs Methylobacterium thiocyanatum	high_ani
GCF_009687825.1__GCF_014647995.1	97.9	7.0	10.0	0.3173898374029851	0.32132	63	Deinococcota	Deinococcus actinosclerus vs Deinococcus actinosclerus	high_ani
GCF_007676615.1__GCF_007680665.1	97.88	7.0	7.0	0.4289824514904955	0.4289	297	Firmicutes	Paenibacillus polysaccharolyticus vs Paenibacillus polysaccharolyticus	high_ani
GCA_016720765.1__GCA_016721225.1	97.83	7.0	11.0	0.6013273665392866	0.60024	41	Cyanobacteria	Obscuribacter sp016718315 vs Obscuribacter sp016718315	high_ani
GCA_002325035.1__GCF_900105545.1	97.75	7.0	4.0	0.5062837698612573	0.50762	325	Bacteroidota	Maribacter dokdonensis vs Maribacter dokdonensis	high_ani
GCA_002316475.1__GCA_002388155.1	97.63	7.0	17.0	0.5274930230761129	0.53345	518	Proteobacteria	Stenotrophomonas sp003086775 vs Stenotrophomonas sp003086775	high_ani
GCA_015260165.1__GCF_009728485.1	97.52	7.0	8.0	0.524664028682856	0.52613	129	Bacteroidota	Prevotella sp000257925 vs Prevotella sp000257925	high_ani
GCF_011463375.1__GCF_013184245.1	97.5	7.0	9.0	0.3919584378927093	0.37783	65	Proteobacteria	Bordetella trematum vs Bordetella trematum	high_ani
GCF_015669895.1__GCF_019132395.1	97.31	7.0	19.0	0.4694970782832552	0.45984	68	Bacteroidota	Alistipes onderdonkii vs Alistipes onderdonkii	high_ani
GCF_014299995.1__GCF_014696195.1	97.3	7.0	37.0	0.4909971138627688	0.49563	221	Cyanobacteria	Sphaerospermopsis kisseleviana_A vs Sphaerospermopsis kisseleviana_A	high_ani
GCF_000757905.1__GCF_004118055.1	97.28	7.0	9.0	0.5325899544124538	0.56533	368	Proteobacteria	Arsenophonus sp000757905 vs Arsenophonus sp902713415	high_ani
GCF_000523535.1__GCF_000568715.1	97.2	7.0	1.0	0.2294666349437384	0.14043	136	Spirochaetota	Borrelia recurrentis vs Borrelia recurrentis	high_ani
GCF_001476215.1__GCF_001477085.1	99.99	6.0	3.0	0.5543357640261224	0.55905	443	Proteobacteria	Methylobacterium indicum vs Methylobacterium indicum	high_ani
GCF_002027585.1__GCF_900453305.1	99.97	6.0	2.0	0.5058901710431426	0.48772	165	Proteobacteria	Moraxella_A atlantae vs Moraxella_A atlantae	high_ani
GCF_000162935.1__GCF_018127765.1	99.96	6.0	20.0	0.4179524340381401	0.42021	98	Bacteroidota	Prevotella veroralis vs Prevotella veroralis	high_ani
GCA_013285725.1__GCA_013286175.1	99.91	6.0	0.0	0.7279175660621273	0.71728	75	Proteobacteria	JABCZS01 sp013289605 vs JABCZS01 sp013289605	high_ani
GCF_009728815.1__GCF_009728855.1	99.89	6.0	5.0	0.007505882887041	0.0045	10	Proteobacteria	Ehrlichia ruminantium_B vs Ehrlichia ruminantium_B	high_ani
GCA_001724385.1__GCA_017306495.1	99.84	6.0	0.0	0.4978134139019619	0.50169	555	Actinobacteriota	Microbacterium chocolatum vs Microbacterium chocolatum	high_ani
GCF_013414285.1__GCF_900115335.1	99.76	6.0	12.0	0.4744647602923065	0.48968	128	Proteobacteria	Paracoccus pantotrophus vs Paracoccus pantotrophus	high_ani
GCA_903853235.1__GCA_903994335.1	99.7	6.0	1.0	0.6560289530685005	0.65552	205	Bacteroidota	Chlorobium sp903994635 vs Chlorobium sp903994635	high_ani
GCA_903994335.1__GCA_903994355.1	99.7	6.0	3.0	0.4809670221176458	0.46192	47	Bacteroidota	Chlorobium sp903994635 vs Chlorobium sp903994635	high_ani
GCA_002398185.1__GCA_002424445.1	99.54	6.0	10.0	0.4967098582945634	0.50624	750	Firmicutes_B	UBA4844 sp002424365 vs UBA4844 sp002424365	high_ani
GCF_018068205.1__GCF_018771265.1	99.51	6.0	0.0	0.672735939951892	0.66802	50	Proteobacteria	Providencia rettgeri_A vs Providencia rettgeri_A	high_ani
GCF_000719785.1__GCF_016834575.1	99.31	6.0	65.0	0.4656030303769898	0.46892	279	Actinobacteriota	Streptomyces pseudogriseolus vs Streptomyces pseudogriseolus	high_ani
GCA_000485775.1__GCF_000496855.1	99.31	6.0	0.0	0.2990329567215726	0.29328	401	Firmicutes	Sediminibacillus terrae vs Sediminibacillus terrae	high_ani
GCA_003979385.1__GCF_004803935.1	99.29	6.0	0.0	0.4872358861238735	0.4953	137	Bacteroidota	Duncaniella muris vs Duncaniella muris	high_ani
GCA_017655215.1__GCF_016583515.1	99.23	6.0	11.0	0.5022660178825042	0.49063	446	Proteobacteria	Marichromatium gracile vs Marichromatium gracile	high_ani
GCF_902832755.1__GCF_902832795.1	99.2	6.0	15.0	0.4658794604160232	0.45785	46	Proteobacteria	Burkholderia latens vs Burkholderia latens	high_ani
GCF_009665395.1__GCF_009763705.1	99.18	6.0	11.0	0.0006175062439805	0.00034	2	Proteobacteria	Vibrio cincinnatiensis vs Vibrio cincinnatiensis	high_ani
GCF_002013545.1__GCF_002013745.1	99.16	6.0	3.0	0.5659523335618609	0.58315	37	Actinobacteriota	Mycobacterium sp002013375 vs Mycobacterium sp002013375	high_ani
GCF_000346125.2__GCF_000785645.1	99.07	6.0	9.0	0.9904776857639784	0.9958	64	Deinococcota	Meiothermus ruber vs Meiothermus ruber	high_ani
GCF_002562195.1__GCF_002566035.1	99.02	6.0	14.0	0.4805977191296404	0.47879	261	Firmicutes	Priestia megaterium vs Priestia megaterium	high_ani
GCF_003971115.1__GCF_011008805.1	98.93	6.0	9.0	0.4781708679115428	0.47619	224	Firmicutes	Margalitia shackletonii vs Margalitia shackletonii	high_ani
GCF_011008805.1__GCF_014174455.1	98.93	6.0	10.0	0.4783189433999761	0.4676	197	Firmicutes	Margalitia shackletonii vs Margalitia shackletonii	high_ani
GCF_018618605.1__GCF_018618725.1	98.85	6.0	4.0	0.6244597174948171	0.62256	38	Firmicutes	Exiguobacterium_A oxidotolerans vs Exiguobacterium_A oxidotolerans	high_ani
GCF_001573875.1__GCF_010692705.1	98.84	6.0	15.0	0.5994657063438814	0.62298	241	Firmicutes_A	Clostridium_J senegalense vs Clostridium_J senegalense	high_ani
GCF_002266475.1__GCF_003176815.1	98.82	6.0	5.0	0.8267650384837696	0.83201	4	Firmicutes	Streptococcus sobrinus vs Streptococcus sobrinus	high_ani
GCF_008016805.1__GCF_009862625.1	98.81	6.0	13.0	0.5045795149246844	0.4918	731	Actinobacteriota	Streptomyces sp003259585 vs Streptomyces sp003259585	high_ani
GCA_001314745.1__GCF_900215475.1	98.78	6.0	5.0	0.583076994780015	0.59186	260	Proteobacteria	Halomonas sp900086985 vs Halomonas sp900086985	high_ani
GCF_006229085.1__GCF_900446405.1	98.76	6.0	4.0	0.3837409762195118	0.35938	155	Campylobacterota	Campylobacter_D helveticus vs Campylobacter_D helveticus	high_ani
GCF_000756045.1__GCF_013177705.1	98.74	6.0	11.0	0.4950337421414058	0.50212	155	Proteobacteria	Paraburkholderia xenovorans vs Paraburkholderia xenovorans	high_ani
GCF_003433795.1__GCF_015550205.1	98.74	6.0	18.0	0.5880412853425339	0.58716	156	Firmicutes_A	Harryflintia acetispora vs Harryflintia acetispora	high_ani
GCA_002255865.1__GCA_004000515.1	98.74	6.0	15.0	0.3619858346230301	0.35929	124	Proteobacteria	Pseudomonas_E cremoris vs Pseudomonas_E cremoris	high_ani
GCA_001918505.1__GCA_005877605.1	98.73	6.0	1.0	0.5732325063152031	0.57019	283	Nitrospirota	40CM-3-62-11 sp001914955 vs 40CM-3-62-11 sp001914955	high_ani
GCA_017449865.1__GCA_017468765.1	98.72	6.0	1.0	0.4962338359646315	0.51779	153	Bacteroidota	UBA2918 sp017471185 vs UBA2918 sp017471185	high_ani
GCA_900553745.1__GCA_905212685.1	98.71	6.0	5.0	0.499831936101324	0.52854	235	Bacteroidota	Prevotella sp000436595 vs Prevotella sp000436595	high_ani
GCF_001869395.1__GCF_900518835.1	98.7	6.0	0.0	0.4770354241174638	0.48444	182	Firmicutes	Oenococcus oeni vs Oenococcus oeni	high_ani
GCF_003182235.1__GCF_004216655.1	98.63	6.0	10.0	0.3809212355614759	0.38835	37	Proteobacteria	Phyllobacterium myrsinacearum vs Phyllobacterium myrsinacearum	high_ani
GCA_905205595.1__GCF_014385405.1	98.61	6.0	24.0	0.5159203843658463	0.51555	52	Firmicutes_A	Blautia stercoris vs Blautia stercoris	high_ani
GCA_010022085.1__GCA_010029675.1	98.6	6.0	2.0	0.4420364494796894	0.43425	390	Actinobacteriota	MAG-120802 sp010032085 vs MAG-120802 sp010032085	high_ani
GCF_009805855.1__GCF_009805885.1	98.59	6.0	0.0	0.5807450239721051	0.58915	117	Proteobacteria	Spiribacter roseus vs Spiribacter roseus	high_ani
GCA_900540415.1__GCA_905209495.1	98.59	6.0	5.0	0.5491967900453322	0.54494	113	Bacteroidota	Prevotella sp900540415 vs Prevotella sp900540415	high_ani
GCF_004769265.1__GCF_004769805.1	98.58	6.0	0.0	0.4587617145702816	0.46111	188	Spirochaetota	Leptospira_A levettii vs Leptospira_A levettii	high_ani
GCA_018375095.1__GCF_014131675.1	98.58	6.0	3.0	0.7436753109390748	0.76426	45	Firmicutes_A	Anaerostipes caccae vs Anaerostipes caccae	high_ani
GCF_006459165.1__GCF_011604645.1	98.58	6.0	9.0	0.0005811627254104	0.00017	1	Proteobacteria	Bradyrhizobium symbiodeficiens vs Bradyrhizobium symbiodeficiens	high_ani
GCF_001665445.1__GCF_900236745.1	98.55	6.0	30.0	0.5715695495386487	0.57571	100	Actinobacteriota	Mycobacterium setense vs Mycobacterium setense	high_ani
GCF_003459765.1__GCF_008569025.1	98.47	6.0	23.0	0.527502826516234	0.53196	743	Bacteroidota	Bacteroides intestinalis vs Bacteroides intestinalis	high_ani
GCF_003815615.1__GCF_003815635.1	98.45	6.0	9.0	0.004334585379347	0.00255	2	Bacteroidota	Chryseobacterium shandongense vs Chryseobacterium shandongense	high_ani
GCA_902758475.1__GCA_902773745.1	98.42	6.0	3.0	0.3674823360236997	0.36735	175	Bacteroidota	Prevotella sp900315035 vs Prevotella sp900315035	high_ani
GCA_018380225.1__GCA_900759405.1	98.39	6.0	6.0	0.4997296944425177	0.4955	56	Firmicutes_A	UBA1417 sp003531055 vs UBA1417 sp003531055	high_ani
GCA_902757055.1__GCA_902775225.1	98.38	6.0	15.0	0.4654461850778393	0.45488	75	Bacteroidota	Prevotella sp900320255 vs Prevotella sp900320255	high_ani
GCF_001601275.1__GCF_018972165.1	98.38	6.0	10.0	0.9900572195215894	0.9898	965	Proteobacteria	Marinobacter adhaerens vs Marinobacter adhaerens	high_ani
GCF_005860925.2__GCF_013087615.1	98.36	6.0	30.0	0.4158697782879888	0.40484	43	Proteobacteria	Rhizobium indicum vs Rhizobium indicum	high_ani
GCF_000372105.1__GCF_004028055.1	98.35	6.0	15.0	0.5119994527058738	0.50953	226	Proteobacteria	Rhizobium leguminosarum_J vs Rhizobium leguminosarum_J	high_ani
GCF_001499925.1__GCF_001500105.1	98.33	6.0	2.0	0.4379825077052212	0.44176	69	Actinobacteriota	Mycobacterium lehmannii vs Mycobacterium lehmannii	high_ani
GCF_000424485.1__GCF_900109475.1	98.32	6.0	13.0	0.5545306559412545	0.55309	86	Firmicutes_A	Butyrivibrio sp900104155 vs Butyrivibrio sp900104155	high_ani
GCF_000725365.1__GCF_002884435.1	98.31	6.0	4.0	0.3632803586680364	0.36443	5	Firmicutes	Terribacillus saccharophilus vs Terribacillus saccharophilus	high_ani
GCF_000008225.1__GCF_000008405.1	98.31	6.0	2.0	0.2879950325234827	0.31696	1	Firmicutes	Mesomycoplasma hyopneumoniae vs Mesomycoplasma hyopneumoniae	high_ani
GCA_900319115.1__GCA_902776465.1	98.3	6.0	7.0	0.4429551297886299	0.43663	95	Bacteroidota	Prevotella sp900317305 vs Prevotella sp900317305	high_ani
GCA_902789405.1__GCA_902790165.1	98.29	6.0	4.0	0.5000749107782321	0.48929	329	Firmicutes_A	GCA-900199385 sp902764875 vs GCA-900199385 sp902764875	high_ani
GCF_009295545.1__GCF_018861855.1	98.27	6.0	9.0	0.491261989994898	0.49952	96	Firmicutes_A	Clostridium_AD estertheticum vs Clostridium_AD estertheticum	high_ani
GCA_902765375.1__GCA_902789945.1	98.27	6.0	6.0	0.4607166688316951	0.46837	89	Bacteroidota	Prevotella sp900317305 vs Prevotella sp900317305	high_ani
