pairid	anim_ani	dnadiff_inverted_fraction	syn2b_inv	syn2b_junctions	dd_inversions_ref	dd_inversions_qry	dd_breakpoints_ref	dd_breakpoints_qry	q_contigs	r_contigs	max_contigs	phylum	species_pair	dataset	inv_events
GCF_000710915.1__GCF_000308715.1	86.51	0.5704432901939186	0.57194	10.0	21.0	18.0	4240.0	4378.0	223	615	615	Actinobacteriota	Nocardia brasiliensis_A vs Nocardia tenerifensis	held_out	21.0
GCF_900119365.1__GCF_013167895.1	87.06	0.5646694505539753	0.55643	9.0	4.0	41.0	3084.0	3035.0	117	2	117	Actinobacteriota	Streptomyces atratus_B vs Streptomyces fulvorobeus	held_out	41.0
GCF_004323185.1__GCF_000447295.1	91.26	0.5353859464861589	0.57089	215.0	226.0	391.0	6409.0	6390.0	230	44	230	Cyanobacteria	Fischerella prolifica vs Fischerella sp000447295	held_out	391.0
GCF_001180105.1__GCA_902599605.1	92.07	0.6892981166727485	0.64557	0.0	0.0	0.0	215.0	153.0	80	33	80	Proteobacteria	Pelagibacter ubique_K vs Pelagibacter sp902599605	held_out	0.0
GCF_011753055.1__GCF_004353915.1	86.99	0.4433877228584648	0.44922	5.0	14.0	6.0	4572.0	4565.0	82	179	179	Proteobacteria	Paraburkholderia sp011753055 vs Paraburkholderia sp004353915	held_out	14.0
GCF_902459725.1__GCF_902459685.1	86.45	0.5255292647503635	0.48525	19.0	3.0	3.0	2480.0	2480.0	35	17	35	Proteobacteria	Pandoraea eparura vs Pandoraea iniqua	held_out	3.0
GCF_000194155.1__GCF_014697215.1	95.11	0.4814281494092429	0.48065	139.0	90.0	264.0	6455.0	6427.0	117	3	117	Actinobacteriota	Saccharopolyspora spinosa vs Saccharopolyspora pogona	held_out	264.0
GCF_018130465.1__GCF_016907215.1	93.17	0.4804051931532326	0.45691	32.0	16.0	88.0	2956.0	2919.0	32	1	32	Proteobacteria	Bradyrhizobium canariense_C vs Bradyrhizobium canariense	held_out	88.0
GCA_001873745.1__GCA_018896355.1	91.18	0.4995173630589753	0.52431	4.0	1.0	1.0	1488.0	1562.0	244	257	257	Desulfobacterota	UBA5619 sp001873745 vs UBA5619 sp018896355	held_out	1.0
GCA_000622025.1__GCA_017453865.1	86.58	0.5044543913780366	0.58871	3.0	9.0	8.0	1151.0	1230.0	51	155	155	Firmicutes_A	NK4A144 sp000622025 vs NK4A144 sp017453865	held_out	9.0
GCF_002890795.1__GCF_013409135.1	88.07	0.4554717071356902	0.44444	20.0	2.0	16.0	1506.0	1476.0	18	1	18	Proteobacteria	Pseudomonas_A stutzeri_AA vs Pseudomonas_A kunmingensis_A	held_out	16.0
GCF_007858275.1__GCF_001870435.1	86.91	0.5931531293556944	0.64362	22.0	1.0	1.0	3075.0	2998.0	107	66	107	Proteobacteria	Pseudomonas_E proteolytica vs Pseudomonas_E costantinii	held_out	1.0
GCF_001428075.1__GCF_005796225.1	85.59	0.6086990053542898	0.51493	8.0	2.0	4.0	1687.0	1700.0	31	68	68	Actinobacteriota	Pseudarthrobacter sp001428075 vs Pseudarthrobacter sp005796225	held_out	4.0
GCA_900552515.1__GCA_900546575.1	91.64	0.4786892164689491	0.4521	14.0	8.0	8.0	1188.0	1206.0	98	131	131	Bacteroidota	Prevotella sp900552515 vs Prevotella sp900546575	held_out	8.0
GCF_001040705.1__GCF_000341795.1	86.61	0.5002732121376141	0.50877	20.0	2.0	2.0	2297.0	2331.0	13	74	74	Actinobacteriota	Rhodococcus sp001040705 vs Rhodococcus triatomae_A	held_out	2.0
GCA_005697215.1__GCA_013099195.1	92.02	0.0	0.0	0.0	0.0	0.0	298.0	298.0	1	1	1	Patescibacteria	Nanosynbacter sp005697215 vs Nanosynbacter sp013099195	held_out	0.0
GCF_006874475.1__GCF_900156315.1	93.33	0.5450832081055766	0.53687	27.0	8.0	7.0	4026.0	3995.0	251	95	251	Actinobacteriota	Microbispora hainanensis vs Microbispora rosea	held_out	8.0
GCA_017540455.1__GCA_017531065.1	90.21	0.4686984443995345	0.45556	0.0	0.0	0.0	412.0	537.0	48	171	171	Firmicutes	UBA4951 sp017540455 vs UBA4951 sp017531065	held_out	0.0
GCF_004661485.1__GCF_000744605.1	85.61	0.4918007758117967	0.73563	9.0	1.0	12.0	912.0	896.0	20	1	20	Proteobacteria	Methylotenera sp004661485 vs Methylotenera sp000744605	held_out	12.0
GCA_002733415.1__GCA_013214625.1	94.39	0.4668463131675053	0.47038	17.0	2.0	1.0	1774.0	1982.0	97	389	389	Bacteroidota	GCA-2733415 sp002733415 vs GCA-2733415 sp013214625	held_out	2.0
GCA_003212375.1__GCF_017696075.1	88.14	0.5707209455623421	0.58333	0.0	2.0	4.0	265.0	252.0	34	6	34	Cyanobacteria	Prochlorococcus_A sp003212375 vs Prochlorococcus_A marinus_V	held_out	4.0
GCA_003220795.1__GCA_001919865.1	84.97	0.5204314996993741	0.35052	0.0	4.0	2.0	1220.0	1232.0	106	108	108	Gemmatimonadota	20CM-4-69-16 sp003220795 vs 20CM-4-69-16 sp001919865	held_out	4.0
GCA_017847875.1__GCA_017468365.1	86.34	0.3768505042017738	0.25234	7.0	19.0	13.0	957.0	965.0	53	33	53	Firmicutes_A	UMGS1668 sp017847875 vs UMGS1668 sp017468365	held_out	19.0
GCA_009930355.1__GCA_016930915.1	91.97	0.4719007495673848	0.49457	0.0	0.0	0.0	1001.0	460.0	483	37	483	Campylobacterota	Sulfurospirillum sp009930355 vs Sulfurospirillum sp016930915	held_out	0.0
GCF_003226895.2__GCF_003687455.1	88.17	0.456511269452673	0.45741	1.0	2.0	2.0	1895.0	1946.0	9	239	239	Actinobacteriota	Kocuria tytonis vs Kocuria tytonicola	held_out	2.0
GCF_002096435.1__GCA_905221385.1	92.78	0.3216532401801432	0.28251	33.0	8.0	5.0	754.0	774.0	26	96	96	Firmicutes	Streptococcus oralis_AA vs Streptococcus sp905221385	held_out	8.0
GCA_002716285.1__GCA_000817085.1	85.41	0.595935248915918	0.5	0.0	0.0	0.0	233.0	234.0	39	45	45	Actinobacteriota	MedAcidi-G1 sp002716285 vs MedAcidi-G1 sp000817085	held_out	0.0
GCF_001722335.1__GCF_900108565.1	88.35	0.4908838386052422	0.5038	6.0	3.0	13.0	1879.0	1819.0	73	1	73	Actinobacteriota	Mycobacterium flavescens_A vs Mycobacterium rutilum	held_out	13.0
GCF_001767395.1__GCF_001894885.1	86.47	0.6187578092193521	0.62185	5.0	30.0	2.0	2230.0	2274.0	1	156	156	Actinobacteriota	Rhodococcus sp001767395 vs Rhodococcus marinonascens	held_out	30.0
GCF_011617465.1__GCF_001570805.1	92.44	0.6656529557700918	0.70898	5.0	6.0	2.0	1113.0	1134.0	1	25	25	Actinobacteriota	Brevibacterium sp011617465 vs Brevibacterium epidermidis	held_out	6.0
GCF_002946355.1__GCA_904501845.1	87.01	0.433590931029663	0.47403	0.0	3.0	0.0	1474.0	1753.0	60	423	423	Firmicutes	Pradoshia eiseniae vs Pradoshia sp904501845	held_out	3.0
GCF_005081945.1__GCA_011752475.1	84.49	0.0	0.0	0.0	0.0	0.0	324.0	326.0	5	3	5	Proteobacteria	Buchnera aphidicola_AN vs Buchnera aphidicola_BG	held_out	0.0
GCA_004553595.1__GCA_017432245.1	89.74	0.4222339207184115	0.43716	0.0	1.0	1.0	756.0	829.0	176	104	176	Methanobacteriota	Methanobrevibacter ruminantium_A vs Methanobrevibacter sp017432245	held_out	1.0
GCA_902617465.1__GCA_902594145.1	85.76	0.5612437205859024	0.72727	0.0	2.0	2.0	192.0	172.0	60	31	60	Proteobacteria	HIMB59 sp902617465 vs HIMB59 sp902594145	held_out	2.0
GCA_002684935.1__GCA_002477465.1	91.87	0.4981008875525826	0.4932	0.0	1.0	0.0	916.0	858.0	128	166	166	Proteobacteria	UBA9145 sp002684935 vs UBA9145 sp002477465	held_out	1.0
GCA_900549015.1__GCA_900541345.1	92.0	0.5010852927344807	0.53899	2.0	4.0	4.0	645.0	713.0	84	160	160	Firmicutes_A	Blautia_A sp900549015 vs Blautia_A sp900541345	held_out	4.0
GCF_002192255.1__GCA_014171555.1	92.7	0.0025798109377597	0.0005	3.0	30.0	32.0	1607.0	1607.0	1	1	1	Proteobacteria	Stenotrophomonas sp002192255 vs Stenotrophomonas maltophilia_AK	held_out	32.0
GCF_004216735.1__GCF_900114915.1	89.24	0.4437600793028451	0.44916	50.0	9.0	8.0	4165.0	4186.0	22	50	50	Proteobacteria	Bradyrhizobium sp004216735 vs Bradyrhizobium sp900114915	held_out	9.0
GCA_002737415.1__GCA_013205565.1	93.74	0.5237663416130242	0.56044	1.0	1.0	0.0	826.0	1128.0	50	337	337	Proteobacteria	NBD-18 sp002737415 vs NBD-18 sp013205565	held_out	1.0
GCA_900551195.1__GCA_018382295.1	93.66	0.5579661954785768	0.60602	11.0	1.0	3.0	924.0	780.0	231	78	231	Actinobacteriota	Collinsella sp900551195 vs Collinsella sp018382295	held_out	3.0
GCF_014196125.1__GCA_001796045.1	88.4	0.4907121900629085	0.53818	13.0	37.0	2.0	1661.0	1874.0	8	528	528	Proteobacteria	Brevundimonas mediterranea vs Brevundimonas sp001796045	held_out	37.0
GCA_009668225.1__GCF_900635955.1	89.43	0.4061738972553633	0.39209	5.0	0.0	12.0	1428.0	1373.0	51	1	51	Proteobacteria	Cedecea sp009668225 vs Cedecea lapagei	held_out	12.0
GCF_001517085.1__GCF_900099765.1	93.92	0.5232867854360331	0.50496	4.0	0.0	0.0	1992.0	1919.0	174	103	174	Firmicutes	Paenibacillus sp001517085 vs Paenibacillus typhae	held_out	0.0
GCA_900557435.1__GCF_001404675.1	91.12	0.4486624874141761	0.46067	2.0	1.0	2.0	1341.0	1188.0	398	19	398	Firmicutes_A	Coprococcus sp900557435 vs Coprococcus eutactus_A	held_out	2.0
GCA_011620595.1__GCA_002403305.1	91.23	0.6126566480782457	0.55466	1.0	0.0	2.0	1106.0	1075.0	118	39	118	Bacteroidota	SR-FBR-E99 sp011620595 vs SR-FBR-E99 sp002403305	held_out	2.0
GCF_016648925.1__GCA_000180035.1	95.01	0.5245797389479321	0.51977	11.0	6.0	6.0	1114.0	1026.0	50	16	50	Firmicutes	Streptococcus sp900766505 vs Streptococcus parasanguinis_C	held_out	6.0
GCF_001718315.1__GCF_902499135.1	89.87	0.5898574189288919	0.58229	29.0	13.0	2.0	2726.0	2819.0	3	165	165	Proteobacteria	Burkholderia diffusa_B vs Burkholderia dolosa	held_out	13.0
GCA_902573295.1__GCA_902521615.1	91.27	0.5385566766832712	0.53659	0.0	0.0	0.0	212.0	187.0	43	31	43	Proteobacteria	Pelagibacter sp902573295 vs Pelagibacter sp902521615	held_out	0.0
GCA_017633615.1__GCA_017557635.1	86.47	0.4577595524633507	0.44156	3.0	37.0	38.0	1126.0	1072.0	114	24	114	Bacteroidota	UBA1179 sp017633615 vs UBA1179 sp017557635	held_out	38.0
GCF_000220085.1__GCA_905221355.1	88.32	0.3519991128990477	0.2803	23.0	2.0	20.0	1104.0	1126.0	34	66	66	Firmicutes	Streptococcus mitis_K vs Streptococcus sp905221355	held_out	20.0
GCF_900105755.1__GCF_000497445.1	86.75	0.1463517644305764	0.08654	47.0	125.0	144.0	4770.0	4770.0	2	402	402	Actinobacteriota	Streptomyces sp900105755 vs Streptomyces roseochromogenus	held_out	144.0
GCF_002564555.1__GCF_000291355.1	91.19	0.4824097861060214	0.55232	50.0	9.0	57.0	2505.0	2416.0	108	41	108	Firmicutes	Bacillus_A cereus_K vs Bacillus_A cereus_O	held_out	57.0
GCF_001953875.1__GCF_001941845.1	91.8	0.4335821715963152	0.42082	23.0	12.0	75.0	3308.0	3199.0	210	1	210	Actinobacteriota	Streptomyces amritsarensis vs Streptomyces sp001941845	held_out	75.0
GCF_900111645.1__GCF_000970325.1	85.62	0.4341094207091117	0.425	4.0	1.0	14.0	936.0	917.0	17	1	17	Halobacteriota	Methanococcoides vulcani vs Methanococcoides methylutens_A	held_out	14.0
GCF_008312835.1__GCF_004217285.1	86.63	0.5833818828290326	0.54198	12.0	22.0	29.0	3615.0	3610.0	82	19	82	Actinobacteriota	Streptomyces marokkonensis vs Streptomyces sp004217285	held_out	29.0
GCF_001810785.1__GCA_000831085.1	89.28	0.3773775090909239	0.30653	18.0	14.0	2.0	995.0	1001.0	72	158	158	Firmicutes	Streptococcus sp001810785 vs Streptococcus sp000831085	held_out	14.0
GCF_001429165.1__GCF_003070885.1	88.0	0.2981626829247391	0.2885	12.0	10.0	15.0	1556.0	1555.0	7	1	7	Actinobacteriota	Agromyces sp001429165 vs Agromyces badenianii	held_out	15.0
GCA_003210775.1__GCA_003211205.1	89.29	0.3952477021567572	0.4433	0.0	5.0	5.0	550.0	551.0	107	82	107	Cyanobacteria	Synechococcus_C sp003210775 vs Synechococcus_C sp003211205	held_out	5.0
GCF_003952385.1__GCA_000824785.1	88.09	0.5868054127016232	0.54913	62.0	112.0	26.0	3870.0	3878.0	1	190	190	Proteobacteria	Mesorhizobium sp003952385 vs Mesorhizobium plurifarium	held_out	112.0
GCA_017445925.1__GCA_902801485.1	86.77	0.4584884658196753	0.41544	20.0	15.0	17.0	1730.0	1705.0	100	90	100	Bacteroidota	UBA4372 sp017445925 vs UBA4372 sp902801485	held_out	17.0
GCF_003416765.1__GCA_905215465.1	93.43	0.4640557032175326	0.46328	3.0	3.0	2.0	700.0	787.0	6	82	82	Actinobacteriota	Paratractidigestivibacter faecalis vs Paratractidigestivibacter sp905215465	held_out	3.0
GCA_013333625.2__GCA_905372275.1	94.48	0.59538427521702	0.57812	0.0	2.0	1.0	271.0	250.0	45	18	45	Patescibacteria	Saccharimonas sp013333625 vs Saccharimonas sp905372275	held_out	2.0
GCF_000967265.1__GCF_000967185.1	92.65	0.0074886455212439	0.00738	10.0	7.0	0.0	525.0	525.0	11	18	18	Actinobacteriota	Bifidobacterium asteroides_A vs Bifidobacterium asteroides_B	held_out	7.0
GCF_903679515.1__GCF_009936175.1	84.91	0.5732551018176251	0.65385	0.0	13.0	18.0	719.0	714.0	121	1	121	Proteobacteria	Bartonella gabonensis vs Bartonella quintana	held_out	18.0
GCF_001667735.1__GCF_002101785.1	85.46	0.4035871595664078	0.41317	1.0	6.0	10.0	2684.0	2625.0	222	158	222	Actinobacteriota	Mycobacterium sp001667735 vs Mycobacterium palustre	held_out	10.0
GCF_016894385.1__GCF_000372525.1	89.09	0.5389739420806248	0.5363	48.0	50.0	6.0	3175.0	3249.0	2	107	107	Proteobacteria	Cupriavidus oxalaticus vs Cupriavidus neocaledonicus	held_out	50.0
GCA_015259045.1__GCA_015259035.1	94.65	0.5276004130778695	0.53004	0.0	0.0	1.0	570.0	405.0	282	89	282	Actinobacteriota	Lancefieldella sp015259045 vs Lancefieldella sp015259035	held_out	1.0
GCF_004348685.1__GCF_900099965.1	87.15	0.4917867808324498	0.51232	22.0	34.0	48.0	4941.0	4882.0	470	77	470	Actinobacteriota	Nonomuraea deserti vs Nonomuraea jiangxiensis	held_out	48.0
GCF_004348425.1__GCF_013372625.1	87.29	0.5174655809325259	0.55719	8.0	3.0	1.0	5096.0	5077.0	563	736	736	Actinobacteriota	Spirillospora sp004348425 vs Spirillospora sp013372625	held_out	3.0
GCF_000717915.1__GCF_017639205.1	88.35	0.4311881083078642	0.38933	45.0	29.0	144.0	4168.0	4110.0	73	1	73	Actinobacteriota	Streptomyces sp000717915 vs Streptomyces nojiriensis	held_out	144.0
GCF_002929375.1__GCF_001422665.1	85.94	0.6178708601649215	0.65734	4.0	6.0	6.0	1582.0	1573.0	115	13	115	Actinobacteriota	Arthrobacter_D sp002929375 vs Arthrobacter_D sp001422665	held_out	6.0
GCF_008642315.1__GCF_008704395.1	88.32	0.9798327832874733	0.98737	44.0	101.0	89.0	3914.0	3914.0	1	1	1	Actinobacteriota	Streptomyces venezuelae_D vs Streptomyces alboniger	held_out	101.0
GCA_902573905.1__GCA_000419545.1	89.99	0.3983591492082096	0.375	0.0	0.0	0.0	111.0	112.0	20	59	59	Proteobacteria	Pelagibacter_A sp902573905 vs Pelagibacter_A ubique_B	held_out	0.0
GCF_008801605.1__GCF_900103345.1	85.9	0.6330149415249627	0.70464	65.0	14.0	121.0	2839.0	2801.0	61	1	61	Proteobacteria	Pseudomonas_E brassicacearum vs Pseudomonas_E azotoformans	held_out	121.0
GCF_001429505.1__GCA_017308075.1	86.7	0.5873834289337795	0.63235	73.0	42.0	35.0	3627.0	3640.0	55	62	62	Proteobacteria	Bosea sp001429505 vs Bosea sp017308075	held_out	42.0
GCF_015548375.1__GCF_015546965.1	93.66	0.5426940561496122	0.52911	9.0	0.0	2.0	849.0	794.0	64	32	64	Actinobacteriota	Collinsella aerofaciens_AB vs Collinsella aerofaciens_X	held_out	2.0
GCF_001667885.1__GCF_001667315.1	85.42	0.4527892493484016	0.43284	4.0	6.0	4.0	2579.0	2576.0	183	135	183	Actinobacteriota	Mycobacterium scrofulaceum_C vs Mycobacterium sp001667315	held_out	6.0
GCA_011523005.1__GCA_002712325.1	84.78	0.4033971144764984	0.40909	0.0	0.0	0.0	329.0	305.0	234	42	234	Actinobacteriota	UBA8592 sp002380145 vs UBA8592 sp002712325	held_out	0.0
GCA_903863195.1__GCA_903843705.1	91.6	0.4390961234678448	0.41836	18.0	2.0	2.0	1871.0	2024.0	267	362	362	Acidobacteriota	Geothrix sp903863195 vs Geothrix sp903843705	held_out	2.0
GCF_004919685.1__GCF_900199455.1	88.58	0.5567944517542295	0.51496	54.0	11.0	20.0	4416.0	4319.0	258	233	258	Proteobacteria	Mesorhizobium norvegicum vs Mesorhizobium carmichaelinearum	held_out	20.0
GCF_000876655.1__GCF_017832975.1	90.85	0.980750352127705	0.98119	31.0	5.0	23.0	1258.0	1217.0	38	1	38	Actinobacteriota	Arthrobacter_I sp000876655 vs Arthrobacter_I sp017832975	held_out	23.0
GCF_900100705.1__GCF_014692875.1	86.5	0.608370563587424	0.60748	1.0	6.0	34.0	2660.0	2656.0	65	1	65	Bacteroidota	Pedobacter terrae vs Pedobacter sp011759615	held_out	34.0
GCF_900102375.1__GCF_003721435.2	87.34	0.4153953966776808	0.36478	40.0	41.0	159.0	3195.0	3193.0	28	2	28	Halobacteriota	Halorubrum xinjiangense vs Halorubrum sp003721435	held_out	159.0
GCF_004357905.1__GCF_000816245.1	88.88	0.6138061703500952	0.69792	4.0	0.0	8.0	459.0	442.0	50	1	50	Campylobacterota	Campylobacter_D lari_D vs Campylobacter_D sp000816245	held_out	8.0
GCA_002455975.1__GCA_002341865.1	92.77	0.4237977403190898	0.42589	19.0	0.0	1.0	3440.0	3421.0	301	158	301	Firmicutes_A	Clostridium_J sp002455975 vs Clostridium_J sp002341865	held_out	1.0
GCF_002913745.1__GCF_015230015.1	93.89	0.4862596680015897	0.49457	21.0	3.0	3.0	713.0	657.0	81	39	81	Campylobacterota	Campylobacter_A concisus_R vs Campylobacter_A concisus_AF	held_out	3.0
GCF_008801405.1__GCF_000801955.1	90.17	0.4019281862217257	0.39954	25.0	12.0	6.0	1297.0	1336.0	15	60	60	Proteobacteria	Ralstonia insidiosa vs Ralstonia sp000801955	held_out	12.0
GCF_018688355.1__GCF_018688255.1	91.78	0.0034824955399243	0.0	0.0	4.0	6.0	250.0	250.0	3	1	3	Proteobacteria	Polynucleobacter sp018688355 vs Polynucleobacter sp018688255	held_out	6.0
GCF_900312745.1__GCF_000520975.1	95.01	0.5908363927995355	0.62923	12.0	6.0	4.0	1631.0	1817.0	18	170	170	Bacteroidota	Aquimarina sp900312745 vs Aquimarina megaterium	held_out	6.0
GCA_014874455.1__GCA_002898875.1	88.19	0.5127353607170377	0.54365	4.0	4.0	2.0	1524.0	1713.0	116	319	319	Chloroflexota	HRBIN26 sp014874455 vs HRBIN26 sp002898875	held_out	4.0
GCF_000144625.1__GCA_002365025.1	85.75	0.4885029683026605	0.54321	0.0	26.0	1.0	1588.0	1761.0	1	449	449	Firmicutes_A	Lacrimispora saccharolytica vs Lacrimispora sp002365025	held_out	26.0
GCA_910583605.1__GCA_910578175.1	89.61	0.3114369129500138	0.28283	3.0	2.0	3.0	810.0	836.0	40	92	92	Firmicutes_A	CAG-603 sp910583605 vs CAG-603 sp910578175	held_out	3.0
GCF_019049325.1__GCF_001267885.1	89.63	0.4020531065130662	0.38492	43.0	8.0	74.0	4006.0	3913.0	169	2	169	Actinobacteriota	Streptomyces sp019049325 vs Streptomyces ambofaciens	held_out	74.0
GCF_004166885.1__GCF_000448565.1	88.9	0.4815127158082756	0.43636	20.0	32.0	64.0	1572.0	1560.0	7	117	117	Firmicutes	Streptococcus sp004166885 vs Streptococcus sp000448565	held_out	64.0
GCF_001633105.1__GCF_005405905.1	91.48	0.6782913305683137	0.63839	28.0	3.0	4.0	2140.0	2184.0	61	60	61	Proteobacteria	Acidovorax sp001633105 vs Acidovorax sp005405905	held_out	4.0
GCF_007556605.1__GCF_004342625.1	86.24	0.5670062197916466	0.62048	3.0	3.0	5.0	1701.0	1699.0	35	32	35	Proteobacteria	Tepidimonas sediminis vs Tepidimonas ignava	held_out	5.0
GCF_016728705.1__GCF_000833575.1	85.84	0.9922223179470276	1.0	3.0	12.0	11.0	1316.0	1316.0	2	1	2	Actinobacteriota	Corynebacterium sp001807205 vs Corynebacterium singulare	held_out	12.0
GCF_001514235.1__GCF_001514145.1	86.8	0.4516546503922622	0.48132	51.0	51.0	49.0	5191.0	5191.0	116	133	133	Actinobacteriota	Streptomyces caeruleatus vs Streptomyces canus	held_out	51.0
GCA_017964785.1__GCA_017551005.1	87.55	0.5393017253662744	0.51429	3.0	4.0	4.0	1225.0	1308.0	147	359	359	Bacteroidota	Prevotella sp017964785 vs Prevotella sp017551005	held_out	4.0
GCF_001426705.1__GCF_007989805.1	89.25	0.428770868684333	0.38421	7.0	5.0	1.0	1445.0	1461.0	7	23	23	Actinobacteriota	Cellulomonas sp001426705 vs Cellulomonas xylanilytica	held_out	5.0
GCA_902613845.1__GCA_902575065.1	94.48	0.2777000329272308	0.24312	0.0	0.0	0.0	138.0	135.0	28	27	28	Proteobacteria	HIMB59 sp902613845 vs HIMB59 sp902575065	held_out	0.0
GCA_000831085.1__GCA_905221355.1	92.79	0.4591842537136781	0.46055	5.0	0.0	3.0	786.0	778.0	158	66	158	Firmicutes	Streptococcus sp000831085 vs Streptococcus sp905221355	held_out	3.0
GCF_010560025.1__GCF_900112325.1	92.43	0.5081435258811091	0.52032	36.0	10.0	10.0	1839.0	1843.0	35	37	37	Actinobacteriota	Micromonospora sp010560025 vs Micromonospora sediminimaris	held_out	10.0
GCF_001953865.1__GCF_001620365.2	90.34	0.5356005753495472	0.55823	37.0	7.0	7.0	3197.0	3221.0	60	196	196	Actinobacteriota	Amycolatopsis coloradensis vs Amycolatopsis keratiniphila	held_out	7.0
GCA_900540625.1__GCA_001701165.1	89.89	0.5142623564565866	0.50716	6.0	6.0	2.0	1289.0	1269.0	71	65	71	Bacteroidota	CAG-873 sp900540625 vs CAG-873 sp001701165	held_out	6.0
GCF_013277515.1__GCF_901542415.1	93.37	0.4988877111626366	0.54486	49.0	3.0	51.0	1392.0	1315.0	53	4	53	Firmicutes	Streptococcus sp013277515 vs Streptococcus mitis_BL	held_out	51.0
GCF_001619955.1__GCF_001425385.1	85.84	0.5741647216516491	0.5339	69.0	34.0	60.0	2331.0	2329.0	63	9	63	Proteobacteria	Sphingomonas hankookensis vs Sphingomonas sp001425385	held_out	60.0
GCF_000686885.1__GCF_015223105.1	92.85	0.4733973667653242	0.46991	4.0	0.0	0.0	1005.0	989.0	73	18	73	Bacteroidota	Flavobacterium sasangense vs Flavobacterium aquaticum_A	held_out	0.0
GCF_001455345.1__GCF_000161455.1	86.04	0.3799259544359893	0.5037	46.0	108.0	131.0	2318.0	2316.0	2	305	305	Firmicutes	Bacillus_A thuringiensis_N vs Bacillus_A pseudomycoides	held_out	131.0
GCA_902627565.1__GCA_902624075.1	84.86	0.5040864771700825	0.29412	0.0	2.0	2.0	231.0	231.0	31	34	34	Proteobacteria	Pelagibacter sp902627565 vs Pelagibacter sp902624075	held_out	2.0
GCF_004745075.1__GCA_019117545.1	86.51	0.4804972659718652	0.44747	0.0	0.0	0.0	2085.0	2198.0	70	250	250	Actinobacteriota	Brevibacterium sp004745075 vs Brevibacterium intestinavium	held_out	0.0
GCA_017468365.1__GCA_017399765.1	86.12	0.4040625493748637	0.45	7.0	15.0	19.0	904.0	935.0	33	44	44	Firmicutes_A	UMGS1668 sp017468365 vs UMGS1668 sp017399765	held_out	19.0
GCA_900547595.1__GCA_014804965.1	86.15	0.5027924271597405	0.51961	4.0	3.0	10.0	1634.0	1609.0	186	39	186	Desulfobacterota_I	Desulfovibrio sp900547595 vs Desulfovibrio sp014804965	held_out	10.0
GCF_000722695.1__GCA_000344275.1	88.58	0.3935728253443036	0.48413	18.0	6.0	6.0	1170.0	1177.0	27	22	27	Firmicutes	Streptococcus mitis_O vs Streptococcus oralis_E	held_out	6.0
GCF_003253745.1__GCF_000185905.1	89.55	0.4148150163782038	0.41707	39.0	14.0	58.0	3066.0	3037.0	86	2	86	Proteobacteria	Mesorhizobium kowhaii vs Mesorhizobium ciceri	held_out	58.0
GCF_900207575.1__GCA_017599285.1	85.4	0.3349475228424917	0.39167	44.0	15.0	59.0	1534.0	1517.0	65	2	65	Proteobacteria	Cereibacter_A ovatus vs Cereibacter_A azotoformans	held_out	59.0
GCF_007896845.1__GCF_900114995.1	89.41	0.5616899218906444	0.58297	5.0	3.0	8.0	1715.0	1719.0	96	14	96	Bacteroidota	Chitinophaga pinensis_C vs Chitinophaga sp900114995	held_out	8.0
GCF_004353825.1__GCF_902703175.1	87.58	0.4533771946347924	0.40077	15.0	4.0	0.0	2452.0	2460.0	23	81	81	Actinobacteriota	Occultella glacieicola vs Occultella aeris	held_out	4.0
GCF_000012425.1__GCA_013335535.1	85.28	0.585602064522731	0.53595	29.0	64.0	7.0	1516.0	1530.0	1	75	75	Proteobacteria	Azonexus aromaticus_A vs Azonexus sp013335535	held_out	64.0
GCF_003688915.1__GCF_002259485.1	91.78	0.1717608594706701	0.17759	23.0	12.0	1.0	1227.0	1274.0	5	28	28	Actinobacteriota	Rhodococcus_B sp000813105 vs Rhodococcus_B sp002259485	held_out	12.0
GCF_001006325.2__GCA_017308595.1	85.37	0.5222244997401119	0.59716	13.0	21.0	3.0	2249.0	2270.0	1	31	31	Proteobacteria	Afipia massiliensis_A vs Afipia sp017308595	held_out	21.0
GCA_002335385.1__GCA_002327965.1	89.61	0.4747525558468681	0.49275	11.0	16.0	13.0	1578.0	1633.0	82	187	187	Acidobacteriota	UBA2199 sp002335385 vs UBA2199 sp002327965	held_out	16.0
GCA_903937385.1__GCA_903876615.1	90.95	0.4270756254941965	0.43992	3.0	2.0	0.0	1133.0	1725.0	30	547	547	Acidobacteriota	Geothrix sp903937385 vs Geothrix sp903876615	held_out	2.0
GCF_000374105.1__GCA_014762745.1	84.98	0.5381378002925323	0.60748	1.0	14.0	4.0	1261.0	1427.0	4	146	146	Proteobacteria	Kangiella aquimarina vs Kangiella sp014762745	held_out	14.0
GCF_007829855.1__GCF_000717245.1	88.9	0.3657696030745018	0.34922	18.0	7.0	11.0	3043.0	3072.0	46	99	99	Actinobacteriota	Streptomyces argenteolus vs Streptomyces papulosus	held_out	11.0
GCF_018130945.1__GCF_016599855.1	86.26	0.5574084578816472	0.53162	54.0	13.0	138.0	3934.0	3926.0	50	1	50	Proteobacteria	Bradyrhizobium manausense_C vs Bradyrhizobium diazoefficiens_D	held_out	138.0
GCF_900188485.1__GCF_016862515.1	87.23	0.4244786957950192	0.40967	49.0	63.0	56.0	3484.0	3515.0	52	187	187	Actinobacteriota	Asanoa hainanensis vs Asanoa iriomotensis	held_out	63.0
